event_id,user_id,event_type,page_url,event_timestamp,device_type,browser,os,session_duration_seconds,error_flag,created_at
E004695,U001696,doc_delete,,2024-02-03,DESKTOP,Chrome,Android,873,1,2024-02-03 18:30
E003490,U000968,share,,0000-00-00 00:00:00,,Safari,,,0,2023-05-04 2:53
E003226,U001882,doc_create,,2024-06-14 13:20,,Chrome,Windows,,,2024-06-14 13:20
E005490,u001585,ai_search,,2025-04-03,DESKTOP,Safari,Windows,,TRUE,2025-04-03 8:56
E004790,USR-002258,page_view,/integrations,,DESKTOP,Chrome,,,,2024-12-19 0:56
E008250,U001034,page_view,/dashboard,2023-11-09 8:19,mobile,,Windows,,,2023-11-09 8:19
E006391,U001018,ai_search,,12/24/2023 00:19,tablet,Safari,,196,FALSE,2023-12-24 0:19
E006940,U000104,share,,08/20/2024 09:15,tablet,Firefox,iOS,,TRUE,2024-08-20 9:15
E008022,U002237,search,,,,,Windows,749,1,2024-03-03 14:15
E001419,U001004,logout,/integrations,2023-11-14 23:45,desktop,Chrome,,,,2023-11-14 23:45
E003298,U001222,export,,12/26/2024 20:53,mobile,Firefox,iOS,unknown,TRUE,2024-12-26 20:53
E001937,U002293,search,,04/05/2024 12:21,desktop,Firefox,,,1,2024-04-05 12:21
E004528,U002491,doc_edit,,2024-02-18 15:20,,Brave,Linux,1041,TRUE,2024-02-18 15:20
E005246,U002105,export,,04/22/2023 15:54,mobile,Brave,iOS,unknown,FALSE,2023-04-22 15:54
E005115,U001349,comment,,2024-07-13,DESKTOP,Safari,,1172,1,2024-07-13 10:19
E001622,U000164,logout,/integrations,2025-04-30 7:49,DESKTOP,Firefox,,,0,2025-04-30 7:49
E008721,U001813,comment,,06/02/2023 18:43,,Edge,iOS,594,,2023-06-02 18:43
E003501,U002497,logout,/search,2024-08-22,mobile,Firefox,Windows,unknown,0,2024-08-22 13:41
E002392,U000517,comment,,0000-00-00 00:00:00,tablet,Edge,Windows,,0,2024-03-22 10:07
E004064,U000686,share,,2023-06-06,tablet,Edge,,,TRUE,2023-06-06 5:39
E002988,U002187,page_view,/help,,,Edge,Linux,1654,TRUE,2023-07-01 14:24
E006475,U001395,export,,,,Brave,macOS,unknown,1,2024-11-23 9:58
E007100,U000529,integration_error,,2023-10-01,tablet,Safari,macOS,unknown,TRUE,2023-10-01 10:01
E005714,U002529,page_view,/admin,2025-06-16,,,,,TRUE,2025-06-16 14:44
E004618,U001350,doc_delete,,0000-00-00 00:00:00,mobile,,,unknown,1,2023-04-05 6:51
E002386,u000821,login,/pricing,2024-04-17,desktop,Chrome,Windows,unknown,0,2024-04-17 18:04
E007562,U001138,logout,/billing,2023-11-24,DESKTOP,Firefox,Linux,,TRUE,2023-11-24 15:49
E000894,U000013,doc_edit,,2023-03-21,DESKTOP,Edge,,unknown,1,2023-03-21 19:37
E008435,U002020,doc_delete,,,mobile,Edge,,639,TRUE,2025-06-08 3:09
E008417,U002301,login,/help,,,Chrome,,,0,2023-10-23 7:37
E008339,u001968,search,,11/27/2023 11:36,DESKTOP,Edge,Linux,,TRUE,2023-11-27 11:36
E000233,U000841,login,/billing,2023-05-27,desktop,,macOS,,TRUE,2023-05-27 5:00
E008039,U002487,doc_create,,12/23/2023 09:31,desktop,Brave,iOS,unknown,FALSE,2023-12-23 9:31
E000048,U001832,export,,2024-01-30,,,,unknown,FALSE,2024-01-30 2:26
E007181,U002276,export,,2024-11-30 4:20,,,Windows,unknown,TRUE,2024-11-30 4:20
E008670,U000007,comment,,2025-05-11,,,,,0,2025-05-11 4:11
e008094,U002529,logout,/help,,tablet,,macOS,,,2023-05-19 13:30
e002409,U000446,login,/onboarding,2024-11-10 2:03,mobile,Firefox,Windows,,,2024-11-10 2:03
E005249,U001172,doc_delete,,2024-12-03,,Chrome,iOS,,0,2024-12-03 20:24
E002786, U001409 ,login,/search,03/29/2023 08:24,,Safari,Android,unknown,FALSE,2023-03-29 8:24
E001416,U001344,doc_create,,2023-10-11 13:46,,Firefox,macOS,unknown,1,2023-10-11 13:46
E000447,U002380,login,/onboarding,0000-00-00 00:00:00,,Safari,macOS,1614,FALSE,2023-05-14 16:27
E004604,U002040,comment,,2023-07-09 1:48,,,,,,2023-07-09 1:48
E006794,U000842,page_view,/admin,0000-00-00 00:00:00,DESKTOP,Chrome,Windows,unknown,0,2024-10-01 6:17
e006295, U000003 ,share,,06/14/2024 07:29,DESKTOP,Brave,,,TRUE,2024-06-14 7:29
E005968, U002089 ,login,/admin,2023-03-31,,Safari,,,FALSE,2023-03-31 0:05
E007443,U002025,page_view,/docs,06/02/2023 08:10,,Chrome,Linux,64,0,2023-06-02 8:10
E006721,U000904,login,/onboarding,2024-03-31 19:06,desktop,Edge,,472,,2024-03-31 19:06
E000336,U000824,integration_connect,,2025-02-26 12:11,tablet,Brave,Android,805,,2025-02-26 12:11
E004759,U002459,doc_delete,,01/27/2025 00:36,mobile,Chrome,macOS,,FALSE,2025-01-27 0:36
E001359,U000454,integration_connect,,2025-03-01,desktop,Edge,Windows,,TRUE,2025-03-01 12:41
E007761,U002571,integration_connect,,2025-04-27 23:41,desktop,Edge,Android,unknown,TRUE,2025-04-27 23:41
E003166,u001396,ai_search,,2024-02-14,DESKTOP,,Windows,unknown,0,2024-02-14 6:51
E003626,U002210,comment,,2023-05-30,DESKTOP,Chrome,Android,1371,TRUE,2023-05-30 13:16
E003881,U001928,integration_connect,,2023-01-27,DESKTOP,Safari,Linux,,TRUE,2023-01-27 13:00
E005697,U000294,integration_connect,,09/03/2024 22:05,DESKTOP,,Android,,TRUE,2024-09-03 22:05
E001535,U000506,integration_error,,,,,iOS,unknown,,2023-06-12 18:50
E005890,U000988,share,,01/22/2024 01:18,mobile,Brave,macOS,unknown,FALSE,2024-01-22 1:18
E000720,u000039,doc_create,,06/15/2025 02:58,,Chrome,Linux,,1,2025-06-15 2:58
E003501,U001817,integration_connect,,07/07/2023 07:21,,Safari,,1668,TRUE,2023-07-07 7:21
E007837,U001773,PAGE_VIEW,/search,,desktop,Brave,Linux,593,,2023-11-02 18:47
E006772,U001704,share,,2024-04-21 2:49,tablet,Firefox,Linux,,TRUE,2024-04-21 2:49
E002085,U000406,integration_connect,,,desktop,,,,,2023-01-23 11:32
E003019,U000561,doc_delete,,04/05/2025 11:32,mobile,Firefox,iOS,350,TRUE,2025-04-05 11:32
E001822,U002552,doc_delete,,2023-12-29 4:58,mobile,Safari,Android,unknown,TRUE,2023-12-29 4:58
E006696,U002383,share,,2023-09-01 7:25,desktop,Firefox,,,,2023-09-01 7:25
e004125,U002289,search,,06/11/2025 08:51,mobile,Brave,,unknown,TRUE,2025-06-11 8:51
E003591,U001009,doc_edit,,2025-03-24 6:50,tablet,Brave,iOS,unknown,,2025-03-24 6:50
 E005164,U002151,share,,2025-04-29,DESKTOP,Brave,iOS,1654,1,2025-04-29 2:53
E007113,U000169,doc_delete,,2023-05-31 10:53,desktop,,,503,TRUE,2023-05-31 10:53
E001700,U000502,comment,,2023-03-02,desktop,Brave,Linux,unknown,0,2023-03-02 9:17
E007693,USR-000262,share,,09/06/2023 06:15,DESKTOP,Safari,Android,unknown,FALSE,2023-09-06 6:15
E002096,U001948,integration_connect,,2023-10-20 1:37,DESKTOP,Chrome,Windows,1160,,2023-10-20 1:37
E004268,U001481,export,,12/09/2023 18:55,DESKTOP,Firefox,,,,2023-12-09 18:55
E005688,U000972,login,/dashboard,2024-05-30,,Safari,,,FALSE,2024-05-30 8:04
E003659,U000407,export,,02/09/2025 06:04,,,Android,unknown,FALSE,2025-02-09 6:04
E007067,U001027,comment,,2023-03-23,desktop,,Windows,908,TRUE,2023-03-23 9:19
E002738,U000360,integration_error,,08/19/2024 09:07,,Edge,macOS,1634,FALSE,2024-08-19 9:07
E001590,U002305,page_view,/billing,2023-04-16 6:41,desktop,Firefox,,1229,0,2023-04-16 6:41
E007004, U001161 ,doc_edit,,2025-06-12,desktop,Chrome,,,TRUE,2025-06-12 16:14
E000636,U002022,logout,/onboarding,0000-00-00 00:00:00,mobile,Firefox,Linux,unknown,TRUE,2024-01-06 4:13
E004445,u001382,integration_connect,,2023-02-10,tablet,Chrome,Windows,,TRUE,2023-02-10 14:06
E002755,U001425,search,,01/25/2023 11:35,DESKTOP,Safari,,unknown,FALSE,2023-01-25 11:35
E002722,U002379,logout,/search,04/07/2025 09:04,desktop,Firefox,macOS,699,FALSE,2025-04-07 9:04
E008126,U000582,ai_search,,03/21/2023 13:19,DESKTOP,Brave,,unknown,TRUE,2023-03-21 13:19
E000618,U002122,share,,2025-04-17 21:52,,Edge,Linux,,TRUE,2025-04-17 21:52
E002658,U000035,doc_edit,,2025-03-11 6:35,DESKTOP,Firefox,,704,0,2025-03-11 6:35
e001173, U001478 ,integration_connect,,05/02/2024 16:37,tablet,Chrome,,,FALSE,2024-05-02 16:37
E002111,U000008,logout,/admin,2023-09-08,,Firefox,Android,552,,2023-09-08 10:59
E006042,U001071,integration_error,,,,Chrome,macOS,unknown,0,2025-04-17 10:42
E006487,U000180,integration_error,,03/21/2023 20:47,mobile,Firefox,,unknown,,2023-03-21 20:47
E008030,U002066,integration_connect,,04/01/2025 11:20,,,macOS,unknown,FALSE,2025-04-01 11:20
E000028,U000041,integration_connect,,06/19/2025 15:56,DESKTOP,,iOS,,0,2025-06-19 15:56
E004493,U000738,logout,/dashboard,07/29/2024 23:30,tablet,,iOS,unknown,1,2024-07-29 23:30
E004383,U002395,export,,2023-06-01 18:35,tablet,Safari,,unknown,TRUE,2023-06-01 18:35
E002281,U001216,export,,2023-06-17,desktop,Safari,Linux,1415,TRUE,2023-06-17 1:24
E004610,U000896,search,,2025-05-06,desktop,,iOS,unknown,1,2025-05-06 8:04
E004963,U002361,integration_error,,2025-03-28,,,Android,,TRUE,2025-03-28 8:41
E006690,U002214,doc_create,,12/05/2024 12:19,desktop,Edge,Linux,,,2024-12-05 12:19
E006458,U002230,integration_error,,08/19/2024 17:14,DESKTOP,,,1550,TRUE,2024-08-19 17:14
E007304,U001703,doc_create,,2025-04-30 21:02,mobile,Edge,Windows,unknown,FALSE,2025-04-30 21:02
E004192,U001772,doc_create,,2024-02-06 0:50,,Safari,Windows,,,2024-02-06 0:50
E004988,U002407,login,/admin,2024-10-05 21:44,,Chrome,macOS,,FALSE,2024-10-05 21:44
E000062,U000252,DOC_DELETE,,03/06/2023 04:10,mobile,Firefox,iOS,unknown,TRUE,2023-03-06 4:10
E000272,U000162,login,/settings,2024-02-04 22:33,tablet,Brave,iOS,1467,FALSE,2024-02-04 22:33
E008865,U001137,export,,2024-01-21,mobile,Edge,,1496,,2024-01-21 19:48
E007510,U000823,doc_delete,,2023-02-16 13:30,,Brave,macOS,,1,2023-02-16 13:30
E003781,U000998,doc_edit,,,mobile,Edge,macOS,1110,1,2023-01-08 5:07
E004297,USR-001609,integration_connect,,2023-02-03 9:17,tablet,,Windows,641,FALSE,2023-02-03 9:17
E002759,U002140,login,/billing,2023-03-11,desktop,Brave,Linux,439,FALSE,2023-03-11 13:22
E001748, U000555 ,doc_create,,08/25/2024 23:49,tablet,Chrome,Linux,unknown,,2024-08-25 23:49
E005920,U000144,SEARCH,,12/21/2024 07:58,,Edge,,unknown,1,2024-12-21 7:58
E000573,U001052,integration_error,,2024-03-08 10:51,mobile,Chrome,Linux,379,0,2024-03-08 10:51
E002666,U000276,share,,2023-01-01,mobile,Brave,,1424,FALSE,2023-01-01 15:45
E001875,U002053,doc_delete,,08/30/2023 23:09,desktop,Edge,Windows,1586,TRUE,2023-08-30 23:09
E003339,U000327,doc_create,,2023-10-30,DESKTOP,,,,0,2023-10-30 19:29
E005096,U001007,search,,10/22/2023 02:19,,,macOS,1594,FALSE,2023-10-22 2:19
E006327,U001137,search,,05/11/2023 09:44,DESKTOP,Firefox,Linux,,FALSE,2023-05-11 9:44
E000849,U000747,share,,04/26/2024 13:42,,Edge,iOS,,,2024-04-26 13:42
E008103,U000810,integration_connect,,02/01/2025 21:40,,Brave,,22,TRUE,2025-02-01 21:40
E008324,U000564,doc_edit,,2025-06-11,mobile,Chrome,Windows,,FALSE,2025-06-11 15:28
E006960,U001363,comment,,2023-03-25,tablet,,Linux,,1,2023-03-25 14:48
E007572,U002225,integration_error,,10/19/2023 21:42,,Brave,,,1,2023-10-19 21:42
E003054,U000235,doc_edit,,09/04/2023 08:47,tablet,,Windows,,TRUE,2023-09-04 8:47
E005994,U000964,search,,03/27/2024 11:23,desktop,,macOS,,FALSE,2024-03-27 11:23
E007846,U001938,integration_error,,2024-05-07,tablet,,iOS,1103,0,2024-05-07 1:27
E005615,U002229,integration_error,,05/30/2023 11:56,,Firefox,,unknown,FALSE,2023-05-30 11:56
E001428,U000481,doc_create,,2024-03-10,DESKTOP,Safari,iOS,,,2024-03-10 3:52
E003255,U001429,ai_search,,02/05/2023 09:22,,Chrome,Android,,FALSE,2023-02-05 9:22
E001773,U000331,doc_edit,,2024-06-22,,,,156,TRUE,2024-06-22 21:35
E003580,U001626,page_view,/billing,2023-07-21 2:51,DESKTOP,Edge,Android,,TRUE,2023-07-21 2:51
E006067,U000576,login,/settings,2024-02-16 14:51,tablet,Safari,Android,,,2024-02-16 14:51
E001400,U002455,integration_error,,04/14/2023 18:41,DESKTOP,Chrome,Windows,unknown,TRUE,2023-04-14 18:41
E002127,U001886,comment,,01/15/2025 12:18,tablet,,macOS,,TRUE,2025-01-15 12:18
E007427,U000489,ai_search,,2024-08-13,tablet,Chrome,macOS,unknown,FALSE,2024-08-13 11:33
E004158,U000659,integration_error,,2024-04-30 4:43,tablet,Firefox,macOS,778,TRUE,2024-04-30 4:43
E001070,U002319,comment,,11/30/2023 06:11,mobile,Edge,Linux,1704,FALSE,2023-11-30 6:11
E000376,U001854,integration_connect,,2024-08-14 6:31,desktop,Brave,Android,,TRUE,2024-08-14 6:31
E006461,U002068,doc_edit,,09/11/2023 18:10,mobile,,iOS,unknown,TRUE,2023-09-11 18:10
E003957,U001341,page_view,/search,06/25/2023 20:55,,Edge,iOS,,TRUE,2023-06-25 20:55
E001956,U001644,integration_connect,,2023-11-06 23:47,tablet,,,,TRUE,2023-11-06 23:47
E002454,U000018,share,,2024-11-03 6:54,,Chrome,Linux,,,2024-11-03 6:54
E006961,U000056,ai_search,,2024-09-14,,Brave,,56,0,2024-09-14 1:43
E000002,U002340,integration_connect,,2024-01-14,desktop,Firefox,,unknown,FALSE,2024-01-14 14:39
E008702,U001373,doc_edit,,2025-03-03 3:36,mobile,,,,0,2025-03-03 3:36
E002789,U002191,login,/onboarding,02/03/2025 16:58,,Chrome,Android,,1,2025-02-03 16:58
E001534,U000073,login,/docs,06/16/2024 03:32,tablet,,macOS,unknown,,2024-06-16 3:32
E005323,U001270,comment,,2024-11-24,desktop,Firefox,,1024,0,2024-11-24 14:15
E007577,U000736,export,,2023-12-28 1:59,tablet,Edge,Windows,1014,FALSE,2023-12-28 1:59
E000433,U000386,doc_delete,,2023-11-23,tablet,Brave,,unknown,FALSE,2023-11-23 1:28
E004007,U001512,ai_search,,06/18/2024 23:38,DESKTOP,Safari,Android,unknown,,2024-06-18 23:38
E001902,U000001,doc_create,,09/29/2024 18:07,,Safari,,885,TRUE,2024-09-29 18:07
E005142,U001315,doc_create,,10/07/2024 21:20,tablet,,iOS,unknown,1,2024-10-07 21:20
E003056,u002294,share,,12/23/2024 12:37,DESKTOP,Brave,iOS,unknown,FALSE,2024-12-23 12:37
E004291,U000061,doc_delete,,04/29/2025 04:35,,Edge,Android,,FALSE,2025-04-29 4:35
E004268,U002076,page_view,/pricing,2024-04-29,,Firefox,Linux,,TRUE,2024-04-29 7:12
e002965,U000302,search,,2024-04-18 18:00,,,macOS,860,,2024-04-18 18:00
E006551,U001688,search,,07/01/2023 00:03,desktop,Brave,iOS,,TRUE,2023-07-01 0:03
E006057,u002490,page_view,/settings,2024-12-28 13:48,mobile,Firefox,iOS,682,TRUE,2024-12-28 13:48
E004738,U000068,login,/help,2023-09-22,mobile,,,962,1,2023-09-22 21:09
E004103,U001076,ai_search,,11/13/2023 21:40,,Chrome,macOS,,TRUE,2023-11-13 21:40
E002250,U001300,doc_delete,,2023-12-05,,,Android,1763,TRUE,2023-12-05 19:08
E008781,U000009,search,,2024-04-30 13:55,,Firefox,Linux,,TRUE,2024-04-30 13:55
E007440,U000250,doc_create,,05/08/2025 10:47,DESKTOP,,macOS,1673,,2025-05-08 10:47
E007141,U001496,logout,/admin,04/15/2025 07:37,tablet,Safari,Linux,1293,,2025-04-15 7:37
E005948,U000645,export,,03/10/2025 16:40,desktop,Chrome,,,1,2025-03-10 16:40
E007092,U001880,comment,,2023-05-08 9:23,mobile,Edge,macOS,,FALSE,2023-05-08 9:23
E003226,U002049,doc_create,,01/28/2024 19:44,DESKTOP,Safari,macOS,,TRUE,2024-01-28 19:44
E002526,U001381,logout,/onboarding,2024-01-19 0:34,mobile,Chrome,Android,unknown,,2024-01-19 0:34
E002259,U001929,page_view,/docs,2023-01-24,,Safari,Linux,unknown,TRUE,2023-01-24 19:27
E003322,U002531,doc_delete,,2023-04-19 14:40,tablet,,iOS,,FALSE,2023-04-19 14:40
E000988,USR-001272,integration_connect,,2024-10-01 20:44,,Safari,macOS,unknown,TRUE,2024-10-01 20:44
E008974,U000158,ai_search,,2024-06-07,tablet,Brave,macOS,unknown,TRUE,2024-06-07 21:31
E008154,U002554,doc_delete,,01/20/2024 10:50,mobile,Brave,Linux,unknown,FALSE,2024-01-20 10:50
E001316,U001477,doc_delete,,2023-10-30,DESKTOP,Brave,macOS,unknown,,2023-10-30 10:14
E002947,U000142,comment,,05/02/2024 02:12,,,,785,,2024-05-02 2:12
E006154,u000944,export,,2024-08-05 12:12,,,,unknown,0,2024-08-05 12:12
E000519,U001391,integration_error,,2023-05-15 6:06,,,iOS,,1,2023-05-15 6:06
E007280,U001044,logout,/onboarding,2024-01-27,DESKTOP,Edge,iOS,1471,TRUE,2024-01-27 12:02
E008328,U002291,integration_error,,2024-12-04,,Edge,,,FALSE,2024-12-04 21:02
 E005924,U000709,login,/integrations,2024-05-15 14:19,,,,unknown,FALSE,2024-05-15 14:19
E000380,U002243,page_view,/admin,2025-04-22 6:51,DESKTOP,,macOS,,TRUE,2025-04-22 6:51
E000246,USR-000976,ai_search,,2025-01-21 12:40,,,,331,,2025-01-21 12:40
E003258,U002422,logout,/billing,03/09/2023 11:23,desktop,Edge,,,TRUE,2023-03-09 11:23
E008672,U001398,integration_error,,,,Edge,Linux,,,2025-05-09 4:00
E000317,U002382,logout,/onboarding,2024-08-28,desktop,Firefox,,unknown,1,2024-08-28 16:29
E006125,U000165,share,,2024-08-21 23:53,DESKTOP,Chrome,iOS,unknown,1,2024-08-21 23:53
E002733,U002386,integration_connect,,07/22/2024 06:12,desktop,,Android,1406,0,2024-07-22 6:12
E002760,U000296,doc_create,,02/11/2024 00:31,desktop,,,1228,1,2024-02-11 0:31
E003630,U001218,login,/help,07/03/2024 14:36,,Firefox,macOS,1630,TRUE,2024-07-03 14:36
E005008,U001434,export,,06/08/2024 22:30,tablet,Brave,Windows,215,0,2024-06-08 22:30
E007107,U000036,comment,,,desktop,Safari,Linux,,1,2023-04-16 7:50
E003040,U001981,doc_edit,,2024-11-03 17:58,,Brave,macOS,136,0,2024-11-03 17:58
E005842,U000482,doc_create,,2024-08-31 4:46,DESKTOP,Edge,,,FALSE,2024-08-31 4:46
E000535,U001629,logout,/admin,2024-08-11,mobile,Firefox,Windows,unknown,,2024-08-11 20:19
E005683,U002363,LOGOUT,/dashboard,02/25/2025 23:32,desktop,Edge,,,0,2025-02-25 23:32
E008531,U000522,doc_delete,,12/19/2023 18:48,desktop,,macOS,1223,FALSE,2023-12-19 18:48
E003069,U001299,doc_delete,,06/04/2024 10:58,,Chrome,Linux,,TRUE,2024-06-04 10:58
E006166,U001866,search,,2023-07-15 4:23,desktop,Chrome,macOS,687,1,2023-07-15 4:23
E004527,U001538,doc_create,,05/03/2024 15:46,,,Android,809,,2024-05-03 15:46
E006493,USR-001136,page_view,/dashboard,2024-02-10,DESKTOP,,Linux,,,2024-02-10 12:45
E005148,U000541,doc_edit,,,desktop,Chrome,Android,,FALSE,2025-02-12 17:39
E003524,U001211,doc_delete,,2023-12-23,mobile,Edge,macOS,unknown,TRUE,2023-12-23 22:57
E004151,U002545,doc_edit,,04/14/2025 13:34,desktop,Edge,,unknown,,2025-04-14 13:34
E008947,U000024,page_view,/settings,2024-01-09,DESKTOP,Safari,macOS,,,2024-01-09 17:02
E008404,u001261,INTEGRATION_ERROR,,2023-09-24 8:38,desktop,Safari,Windows,,,2023-09-24 8:38
E005190,U000273,search,,0000-00-00 00:00:00,desktop,,,unknown,FALSE,2024-08-14 19:47
E002292,U001910,page_view,/admin,2023-01-31,DESKTOP,Firefox,iOS,676,TRUE,2023-01-31 6:55
E004589,U000981,ai_search,,12/20/2024 16:17,tablet,Chrome,Linux,503,FALSE,2024-12-20 16:17
E002152,U001027,export,,2023-02-21,,Brave,Android,unknown,TRUE,2023-02-21 22:52
E003464,U001614,integration_error,,12/04/2023 13:09,,,Android,unknown,,2023-12-04 13:09
E008129,U000027,page_view,/onboarding,02/18/2023 21:21,,,,,FALSE,2023-02-18 21:21
E008589,U002421,share,,2024-09-02 15:03,DESKTOP,,Windows,,TRUE,2024-09-02 15:03
E001983,U002446,page_view,/help,2023-05-24,desktop,Safari,Linux,,FALSE,2023-05-24 0:46
E002938,U001694,share,,03/05/2024 17:05,,Brave,Android,987,TRUE,2024-03-05 17:05
E000533,u001449,export,,,tablet,Chrome,iOS,,TRUE,2024-08-30 14:48
E008406,U000658,page_view,/dashboard,06/01/2023 09:18,desktop,Brave,,,TRUE,2023-06-01 9:18
E000040,U001766,export,,2023-07-21 18:46,,Safari,iOS,unknown,1,2023-07-21 18:46
E006314,U002444,page_view,/admin,2025-01-10,mobile,Edge,,,TRUE,2025-01-10 14:47
E001575,U002155,integration_connect,,2023-05-14 5:18,,,Linux,unknown,TRUE,2023-05-14 5:18
E002108,U001506,search,,04/22/2023 15:42,DESKTOP,,Android,,,2023-04-22 15:42
E005107,U001195,ai_search,,2025-06-03 11:59,mobile,Safari,iOS,unknown,0,2025-06-03 11:59
E005989,U002090,integration_error,,2024-08-27 20:56,desktop,,Windows,696,FALSE,2024-08-27 20:56
E001524,U001898,login,/dashboard,11/27/2023 08:17,DESKTOP,Brave,Linux,,TRUE,2023-11-27 8:17
E000208,U001017,integration_connect,,10/04/2024 21:45,DESKTOP,Edge,,unknown,TRUE,2024-10-04 21:45
E004165,U000299,export,,09/18/2023 09:28,tablet,Chrome,,245,,2023-09-18 9:28
E000716,U001622,comment,,03/08/2025 22:16,DESKTOP,Safari,iOS,,TRUE,2025-03-08 22:16
E001625,U002371,login,/settings,2024-05-07,DESKTOP,,Windows,,FALSE,2024-05-07 17:35
E004332,U001918,login,/settings,2023-01-23 16:16,tablet,Edge,Android,,FALSE,2023-01-23 16:16
e000057,U002556,integration_connect,,04/21/2025 14:17,,,,,FALSE,2025-04-21 14:17
E005969,U000775,doc_edit,,2024-04-25 6:19,tablet,Chrome,,,TRUE,2024-04-25 6:19
e003529,U000323,search,,2024-08-09,desktop,Firefox,Linux,unknown,FALSE,2024-08-09 18:58
E001445,U000775,comment,,03/31/2025 07:54,,Edge,macOS,,TRUE,2025-03-31 7:54
E003478,U002581,page_view,/billing,2025-05-25 19:12,tablet,Chrome,macOS,,FALSE,2025-05-25 19:12
E000782,U002384,doc_create,,2023-08-29,,Brave,Android,,FALSE,2023-08-29 15:40
E002531,U002580,login,/admin,2024-08-03 15:04,DESKTOP,Safari,macOS,unknown,FALSE,2024-08-03 15:04
E004618,U001574,page_view,/settings,2023-06-29,desktop,Brave,Android,826,1,2023-06-29 23:38
E005763,U001658,export,,2024-08-31 22:12,mobile,,Android,,TRUE,2024-08-31 22:12
E006152,U000203,comment,,,mobile,Brave,,,TRUE,2023-11-19 12:06
E003193,U000148,export,,10/29/2024 11:04,desktop,Chrome,Windows,unknown,1,2024-10-29 11:04
E004375,U002144,page_view,/integrations,2023-09-27,desktop,Safari,Android,unknown,TRUE,2023-09-27 20:45
E003089,u002294,comment,,2023-09-12 14:22,,Safari,Linux,unknown,1,2023-09-12 14:22
E004323,U002556,comment,,2024-11-01,,,Android,unknown,1,2024-11-01 3:45
E004949,U001100,integration_error,,2024-09-01 16:15,mobile,Edge,,1548,FALSE,2024-09-01 16:15
E007512, U001799 ,logout,/onboarding,01/30/2023 18:23,,Chrome,Linux,,,2023-01-30 18:23
E004862,U000374,login,/onboarding,2024-06-26 21:56,desktop,,Windows,unknown,,2024-06-26 21:56
E008687,U002503,integration_connect,,2024-12-28 18:42,mobile,Chrome,macOS,unknown,FALSE,2024-12-28 18:42
E005179,U001958,doc_create,,2023-06-08,,Brave,Windows,,FALSE,2023-06-08 4:26
E001284,U002133,integration_error,,0000-00-00 00:00:00,desktop,,,,0,2024-09-23 19:55
e008209,U002049,export,,2023-03-28 18:45,,Brave,Android,,,2023-03-28 18:45
e003807,U001011,export,,05/23/2025 10:28,DESKTOP,Edge,iOS,unknown,0,2025-05-23 10:28
E008706,U001656,doc_delete,,2024-09-12 1:05,DESKTOP,,,,TRUE,2024-09-12 1:05
E008184,u002376,doc_create,,06/09/2025 02:44,DESKTOP,Safari,,,FALSE,2025-06-09 2:44
E005817,U001056,doc_delete,,,mobile,Edge,macOS,unknown,TRUE,2025-04-20 1:19
E003351,U001291,doc_delete,,2024-05-23 16:52,tablet,Firefox,iOS,372,FALSE,2024-05-23 16:52
E004548,U000182,page_view,/pricing,2024-02-22,desktop,Edge,macOS,,0,2024-02-22 8:57
E001632,U000387,doc_create,,08/10/2024 09:35,,,iOS,unknown,0,2024-08-10 9:35
E001291,U001536,doc_delete,,,tablet,Edge,macOS,unknown,FALSE,2023-12-07 14:33
E003705,U002151,login,/help,2025-02-17 7:57,DESKTOP,Brave,Windows,unknown,FALSE,2025-02-17 7:57
E003480,U001959,share,,2023-09-04 11:21,DESKTOP,,iOS,1438,FALSE,2023-09-04 11:21
E000107,U000323,login,/help,2025-05-28,tablet,Edge,,,FALSE,2025-05-28 11:11
E001420,U001769,integration_error,,2023-03-08,desktop,,Windows,,0,2023-03-08 19:22
E000995,U001493,login,/admin,2023-12-30 6:24,desktop,Safari,Android,unknown,0,2023-12-30 6:24
E001273,U000640,doc_edit,,2023-11-12 6:02,DESKTOP,,Linux,,1,2023-11-12 6:02
E005140, U000569 ,integration_connect,,,tablet,,macOS,,,2023-12-21 22:12
E007971,U002538,page_view,/pricing,03/10/2023 11:27,tablet,,Android,993,0,2023-03-10 11:27
E004978,U001602,ai_search,,2023-07-17 4:02,desktop,Brave,,645,1,2023-07-17 4:02
E001867,U000248,doc_delete,,02/19/2025 16:55,desktop,Safari,macOS,990,TRUE,2025-02-19 16:55
 E006623,U001810,search,,2025-04-25,desktop,,,unknown,FALSE,2025-04-25 13:43
E006926,U000732,integration_error,,10/02/2024 13:09,,Chrome,Android,,FALSE,2024-10-02 13:09
E000718,U002271,integration_connect,,2023-12-22,,Brave,Android,,TRUE,2023-12-22 10:22
E008272,U000618,doc_create,,2024-12-29,tablet,,macOS,unknown,,2024-12-29 15:52
E006033,U001717,share,,2025-06-12 8:55,DESKTOP,Chrome,Linux,,FALSE,2025-06-12 8:55
E008977,U000309,integration_connect,,2023-05-21,desktop,,macOS,unknown,,2023-05-21 2:35
E006478,U001991,doc_delete,,2024-09-16,desktop,Chrome,,,,2024-09-16 23:26
E008146,U001292,doc_edit,,2023-09-13,DESKTOP,,iOS,371,TRUE,2023-09-13 5:08
E007638,U002309,doc_edit,,2023-12-18,desktop,,iOS,,FALSE,2023-12-18 21:06
E008541,U000238,comment,,2024-12-14 20:27,tablet,Firefox,,,FALSE,2024-12-14 20:27
