subscription_id,user_id,plan_name,billing_cycle,price_amount,currency,status,start_date,end_date,payment_method,auto_renew,cancel_reason,created_at,updated_at
S02302,U002381,Pro,,49,EUR,past_due,12-04-2025,,invoice,TRUE,performance issues,2025-04-12,2025-06-21 0:00
S00837,U001033,Starter,monthly,,USD,CANCELLED,2024-10-28,01-10-2025,,FALSE,,2024-10-28 0:00,2025-02-02
S02527,U001600,Trial,ANNUAL,0,usd,active,2024-04-24 0:00,,CARD,FALSE,onboarding difficulty,2024-04-24,21-09-2024
S01107,USR-000873,Enterprise,annual,,usd,canceled,2023-10-06 0:00,2024-09-27,paypal,TRUE,performance issues,06-10-2023,11/28/2023
S02329,U001622,Pro,,50,USD,past_due,2024-08-09 0:00,,,FALSE,switched competitor,2024-08-09 0:00,01/14/2025
S02000,U000155,Trial,Monthly,0,CAD,past_due,2023-07-24 0:00,,paypal,TRUE,performance issues,2023-07-24,09/16/2023
S01916,U000132,Free,monthly,0,,past_due,2025-06-01,,invoice,FALSE,,2025-06-01 0:00,2025-08-23 0:00
S02128,U002093,Enterprise,annual,,GBP,CANCELLED,2024-05-30 0:00,10-06-2025,CARD,FALSE,,2024-05-30 0:00,2024-10-06
S02687,U002546,Pro,,59,CAD,paused,02/25/2023,2023-05-17,paypal,1,,2023-02-25,29-06-2023
S01295,U000021,Business,,99,CAD,CANCELLED,05/27/2025,2025-11-18,wire,FALSE,N/A,2025-05-27 0:00,07/04/2025
S03070,U000269,Free,monthly,0,GBP,paused,24-10-2024,28-06-2025,card,FALSE,,10/24/2024,03/05/2025
S03116,U000567,Enterprise,ANNUAL,custom,GBP,trialing,20-03-2025,,,1,switched competitor,03/20/2025,2025-09-26
S02721,U002491,Free,Monthly,0,usd,active,2024-11-26,,wire,,,2024-11-26,2025-01-21
S01481,U002354,Business,annual,99,CAD,trialing,2023-01-12,,,FALSE,too expensive,2023-01-12,03/04/2023
S00852,U001738,starter,,25,EUR,paused,2024-05-06,01/06/2025,wire,FALSE,,2024-05-06 0:00,2024-05-14
S01607,U002280,Trial,,0,USD,trialing,2024-11-14,,CARD,FALSE,,2024-11-14 0:00,2025-01-14
S01222,u002551,Trial,ANNUAL,0,usd,paused,02/03/2023,01-03-2023,,1,,02/03/2023,2023-07-28 0:00
S01226,U002239,Free,monthly,0,,trialing,2025-06-04 0:00,,card,0,performance issues,2025-06-04 0:00,06/19/2025
S00842,USR-001672,Pro,ANNUAL,50,CAD,trialing,30-08-2023,,,TRUE,missing features,2023-08-30,02/05/2024
S00719,U001831,Business,Monthly,149,CAD,canceled,18-07-2024,2025-06-15,paypal,FALSE,onboarding difficulty,2024-07-18,2024-09-15 0:00
S02476,U000613,Free,,0,usd,paused,2023-06-24,2024-03-08 0:00,,1,too expensive,2023-06-24,2023-07-12
S03068,U000118,Starter,ANNUAL,20,,past_due,01-09-2024,,CARD,TRUE,too expensive,2024-09-01 0:00,03/17/2025
S00031,U002232,Starter,annual,19,GBP,trialing,2024-02-17,,card,1,missing features,17-02-2024,04-08-2024
S01289,U002169,Pro,Monthly,50,,CANCELLED,2024-05-18 0:00,2025-01-30 0:00,wire,TRUE,switched competitor,2024-05-18,05/30/2024
S03998,U000603,Starter,annual,20,EUR,paused,29-11-2023,2024-12-14,CARD,FALSE,too expensive,11/29/2023,2024-01-29 0:00
S01649,USR-001500,Free,,0,GBP,paused,08-09-2024,2025-08-19,wire,FALSE,,2024-09-08 0:00,2025-02-01 0:00
S00192,U002334,Free,,0,,canceled,2024-04-21 0:00,2025-02-21 0:00,CARD,,low usage,21-04-2024,2024-07-28 0:00
S01959,U002448,Enterprise,,299,usd,canceled,03-11-2024,2024-12-16,wire,FALSE,switched competitor,2024-11-03,2025-03-02 0:00
S01729,U001873,Free,annual,0,USD,trialing,13-02-2024,,,,onboarding difficulty,2024-02-13,2024-06-27
S00222,U002430,Enterprise,,399,CAD,past_due,2023-01-20,,invoice,,missing features,01/20/2023,13-03-2023
S03916,U000748,Starter,ANNUAL,20,,canceled,02/04/2025,11/23/2025,invoice,TRUE,,2025-02-04 0:00,2025-08-03 0:00
S04086,U001777,Trial,annual,0,USD,past_due,08-07-2024,,card,TRUE,switched competitor,08-07-2024,10/17/2024
S00976,U002337,Pro,Monthly,49,USD,active,18-03-2023,,wire,TRUE,switched competitor,2023-03-18,06/26/2023
S02092,U001696,Business,annual,120,USD,canceled,2024-11-06,05/15/2025,invoice,,N/A,11/06/2024,2024-12-26 0:00
S04284,U000883,Enterprise,,499,USD,active,13-06-2025,,wire,,too expensive,2025-06-13,2025-08-25
S04142,U001221,Trial,,0,,active,2023-12-05 0:00,,card,FALSE,low usage,2023-12-05 0:00,13-05-2024
S02523,U001588,Pro,ANNUAL,59,USD,CANCELLED,24-11-2023,2024-05-31 0:00,,FALSE,too expensive,24-11-2023,2023-12-12
S00086,U001287,Starter,annual,19,,paused,2025-03-01 0:00,12/19/2025,invoice,TRUE,,2025-03-01 0:00,2025-03-31
S00187,U001459,Enterprise,monthly,399,GBP,active,23-06-2024,,card,TRUE,performance issues,23-06-2024,07/23/2024
S00100,U001126,Starter,monthly,19,EUR,past_due,2025-02-10 0:00,,,FALSE,performance issues,2025-02-10,27-05-2025
S01903,U001083,Trial,monthly,0,CAD,canceled,08/26/2024,2024-09-13,CARD,,,2024-08-26,2024-09-21
S03720,U000015,Starter,,19,GBP,CANCELLED,05/15/2023,07/03/2023,,0,low usage,05/15/2023,2023-06-17 0:00
S03538,U002287,Business,monthly,99,USD,paused,2023-03-09 0:00,26-12-2023,wire,,missing features,2023-03-09,03-06-2023
S01309,U000399,Starter,,20,,past_due,2023-08-05,,wire,FALSE,missing features,2023-08-05,2023-11-04 0:00
S01705,U000450,Pro,,50,GBP,ACTIVE,2024-01-24 0:00,,card,TRUE,performance issues,2024-01-24,2024-06-01 0:00
S03477,U001147,Starter,Monthly,19,,paused,02/17/2025,2025-10-14,invoice,1,too expensive,2025-02-17 0:00,2025-08-01
S00335, U001384 ,Starter,,19,,past_due,2024-01-02 0:00,,wire,,switched competitor,02-01-2024,03/03/2024
S02098,u001034,Enterprise,monthly,,GBP,past_due,10-02-2025,,paypal,,,2025-02-10,2025-06-10
S02405,U002355,Business,,149,GBP,active,07/19/2024,,wire,TRUE,performance issues,07/19/2024,2024-10-14
S04152,U001687,Starter,ANNUAL,20,USD,active,2024-09-06,,CARD,TRUE,N/A,09/06/2024,2025-02-07 0:00
S00785,U000412,Free,monthly,0,CAD,trialing,07-11-2024,,CARD,0,low usage,2024-11-07 0:00,2025-01-04
S00679,U002168,Enterprise,,499,GBP,trialing,2024-07-21,,card,FALSE,performance issues,21-07-2024,19-08-2024
S04141,U001718,Pro,Monthly,49,,canceled,03/30/2025,27-12-2025,paypal,1,onboarding difficulty,2025-03-30,15-10-2025
s02914,U002456,trial,ANNUAL,0,,past_due,03/16/2023,,card,,missing features,2023-03-16,19-05-2023
S02401,U001423,Trial,,0,usd,canceled,12/25/2024,15-01-2025,wire,FALSE,,12/25/2024,2025-03-15 0:00
S00439,U002112,Enterprise,ANNUAL,499,,CANCELLED,2025-05-28 0:00,2026-06-04 0:00,CARD,FALSE,performance issues,2025-05-28 0:00,09/02/2025
S02340,U001532,Enterprise,monthly,,EUR,ACTIVE,09-03-2024,,,,performance issues,2024-03-09,2024-04-05 0:00
S03458,U000010,Business,monthly,99,GBP,CANCELLED,20-10-2023,2024-04-10,,TRUE,missing features,10/20/2023,01/11/2024
S00324,U001491,Pro,ANNUAL,50,GBP,active,2024-06-08,,paypal,0,N/A,2024-06-08 0:00,09/13/2024
S00868,U000177,Free,,0,CAD,CANCELLED,12/17/2023,2024-11-10,,TRUE,too expensive,17-12-2023,17-01-2024
S01420,U002485,Free,,0,,past_due,2024-03-31,,card,FALSE,performance issues,2024-03-31,2024-05-14
s01105,U002005,Starter,,19,EUR,ACTIVE,28-03-2025,,card,FALSE,missing features,2025-03-28 0:00,05/07/2025
S03293,U002072,Starter,annual,19,GBP,paused,05/17/2024,02/01/2025,,FALSE,,2024-05-17,07/11/2024
S00831,U001529,Enterprise,ANNUAL,499,,ACTIVE,2024-07-02 0:00,,CARD,,,02-07-2024,2024-11-18 0:00
S00977,U001499,Trial,,0,USD,paused,18-09-2024,2024-11-17 0:00,card,0,onboarding difficulty,18-09-2024,2025-01-31
S03611,U002293,Business,,120,,CANCELLED,2023-02-24,2023-08-01 0:00,card,,too expensive,24-02-2023,09/02/2023
S03018,U002016,Free,ANNUAL,0,EUR,past_due,2023-04-25,,paypal,1,performance issues,2023-04-25 0:00,06/12/2023
S04357,U000065,Starter,monthly,20,USD,paused,2023-09-24,02-05-2024,wire,,missing features,24-09-2023,2024-04-03
S04088,U001944,Enterprise,monthly,399,,paused,2023-09-25,2024-06-26,card,1,low usage,2023-09-25,2023-12-09 0:00
S01297,USR-000771,Free,Monthly,0,CAD,ACTIVE,2024-05-13,,,FALSE,onboarding difficulty,2024-05-13 0:00,19-10-2024
S00080,U001460,Free,monthly,0,,ACTIVE,29-03-2023,,CARD,TRUE,performance issues,03/29/2023,06-06-2023
S04220,U002216,Business,annual,99,GBP,paused,2024-07-29,03-05-2025,,TRUE,missing features,29-07-2024,08/14/2024
S00364,U001294,Enterprise,,499,CAD,canceled,2025-04-13 0:00,2026-03-16 0:00,,,switched competitor,13-04-2025,03-09-2025
S01963,U002546,Free,,0,CAD,past_due,2024-03-23 0:00,,card,0,low usage,2024-03-23 0:00,08/23/2024
S00156,U001666,Starter,Monthly,19,USD,ACTIVE,02/13/2024,,card,,performance issues,13-02-2024,09-04-2024
S04093,USR-001750,Business,,99,EUR,trialing,2025-05-02,,card,1,onboarding difficulty,2025-05-02,10/22/2025
S02522,U000522,Enterprise,Monthly,299,,active,02-11-2024,,card,TRUE,too expensive,2024-11-02,09-01-2025
S01035,U000433,Free,,0,USD,ACTIVE,2024-09-10,,,FALSE,,2024-09-10,2024-12-26 0:00
S01575,U001719,Pro,Monthly,49,GBP,trialing,2023-12-08,,CARD,TRUE,performance issues,08-12-2023,2024-05-05
S03505,U001105,Enterprise,ANNUAL,custom,CAD,CANCELLED,14-07-2024,2024-11-18,invoice,FALSE,too expensive,07/14/2024,17-08-2024
S02293,U002254,Trial,,0,,paused,03/24/2023,0000-00-00,paypal,FALSE,missing features,2023-03-24 0:00,03/26/2023
S01279,U000674,Starter,,20,GBP,paused,12/15/2023,2024-05-04 0:00,,FALSE,onboarding difficulty,12/15/2023,02/11/2024
S02956,U000316,Pro,Monthly,49,USD,past_due,05/08/2023,,,,low usage,08-05-2023,15-09-2023
S01844,U001141,Free,,0,EUR,CANCELLED,14-05-2024,04/19/2025,invoice,TRUE,low usage,2024-05-14,07/08/2024
S00946,U000140,Trial,annual,0,usd,ACTIVE,2023-07-01 0:00,,card,FALSE,switched competitor,2023-07-01,16-01-2024
S03497,U002394,Business,ANNUAL,149,CAD,canceled,2023-08-30,2024-03-20,,TRUE,,08/30/2023,01/16/2024
S01249,U001866,Trial,ANNUAL,0,,canceled,07-06-2024,2024-11-10 0:00,wire,1,too expensive,06/07/2024,2024-09-03 0:00
S03639,U000573,Enterprise,annual,,EUR,trialing,2024-03-11,,,0,,2024-03-11,2024-07-08
S01650,U000823,Pro,annual,49,,ACTIVE,25-05-2025,,card,,switched competitor,2025-05-25,09/17/2025
S01981,U000916,Trial,ANNUAL,0,EUR,paused,2024-11-22,07/31/2025,paypal,1,performance issues,11/22/2024,2025-06-02 0:00
S02681,U000574,Pro,,59,,trialing,01/31/2023,,CARD,0,N/A,01/31/2023,05/28/2023
S00659, U000526 ,Starter,annual,19,USD,CANCELLED,04/03/2025,2025-05-18,card,TRUE,switched competitor,03-04-2025,10-08-2025
S00126,u001151,Trial,ANNUAL,0,CAD,trialing,2024-12-21,,invoice,FALSE,onboarding difficulty,2024-12-21 0:00,2024-12-24
s04131,U000547,Business,Monthly,99,usd,ACTIVE,05/26/2025,,,0,N/A,05/26/2025,06/17/2025
S02593,U001167,Enterprise,,399,usd,ACTIVE,2025-02-06,,invoice,TRUE,onboarding difficulty,06-02-2025,2025-05-15
S02451,U002027,Enterprise,monthly,custom,CAD,trialing,2023-06-20,,invoice,,onboarding difficulty,2023-06-20,27-07-2023
S01067,U000252,Business,annual,120,,trialing,30-04-2025,,CARD,,too expensive,30-04-2025,08/31/2025
S02580,U000735,Pro,annual,49,EUR,trialing,04/03/2023,,,FALSE,too expensive,2023-04-03 0:00,18-06-2023
S00814,U001496,Free,,0,,past_due,03/26/2025,,CARD,FALSE,,2025-03-26 0:00,2025-06-14
S02812,U002372,Enterprise,ANNUAL,399,CAD,CANCELLED,2024-05-02 0:00,07-02-2025,invoice,TRUE,too expensive,02-05-2024,25-10-2024
S00708,U001156,Pro,,50,usd,CANCELLED,2023-03-10,07-06-2023,card,FALSE,,10-03-2023,19-03-2023
S03411,U001482,Starter,ANNUAL,19,,past_due,2024-01-05,,,FALSE,,01/05/2024,06/20/2024
S04372,U001961,Free,annual,0,usd,canceled,2024-12-30 0:00,2025-11-28 0:00,card,FALSE,missing features,2024-12-30,03/27/2025
S03711,USR-000456,Business,monthly,99,,ACTIVE,2024-12-31,,,,N/A,2024-12-31 0:00,07-04-2025
S00596,U001884,Enterprise,Monthly,499,CAD,CANCELLED,12-06-2024,05/20/2025,wire,,low usage,12-06-2024,2024-09-17
S04021,U002537,Enterprise,monthly,499,usd,past_due,10-10-2023,0000-00-00,CARD,TRUE,,2023-10-10,23-04-2024
S03054,U000071,Business,Monthly,99,USD,paused,2023-03-29 0:00,10/17/2023,card,0,performance issues,2023-03-29,2023-06-07
S00405,U000853,Enterprise,,299,EUR,canceled,2024-11-04 0:00,11/25/2024,paypal,TRUE,,04-11-2024,12-05-2025
 S01133,U002316,Pro,,49,EUR,trialing,2023-05-19 0:00,,invoice,FALSE,low usage,05/19/2023,2023-10-07
S03166,U000183,Business,,99,usd,past_due,04/17/2025,,card,,,2025-04-17 0:00,17-09-2025
S00309,U000325,Trial,ANNUAL,0,GBP,active,2024-05-28 0:00,,wire,TRUE,onboarding difficulty,2024-05-28,23-09-2024
S03115,U000613,Starter,,19,,CANCELLED,11-08-2024,30-01-2025,invoice,,switched competitor,2024-08-11 0:00,12/17/2024
S01670,U000373,Pro,Monthly,49,USD,active,03/06/2024,,card,TRUE,N/A,2024-03-06,2024-06-04 0:00
S01561,U001741,Free,,0,EUR,CANCELLED,2023-09-17 0:00,09-10-2024,,FALSE,,2023-09-17 0:00,2024-03-14 0:00
S02697,U002285,Pro,Monthly,50,,active,06/05/2025,,CARD,0,onboarding difficulty,05-06-2025,15-08-2025
S04084,U000126,Trial,monthly,0,usd,past_due,05/11/2025,,paypal,FALSE,,2025-05-11,2025-08-13
S03737,U000448,Starter,,20,EUR,canceled,2024-10-14,2025-09-19 0:00,paypal,FALSE,switched competitor,2024-10-14 0:00,2025-04-17
S01130,U001917,Starter,,19,usd,trialing,07/19/2024,,wire,0,switched competitor,19-07-2024,2024-09-16 0:00
S00779,U002193,Business,Monthly,99,USD,ACTIVE,2024-02-16,,,,onboarding difficulty,2024-02-16,06/12/2024
S03600,U001898,Pro,ANNUAL,49,usd,CANCELLED,2023-11-27,2024-10-08 0:00,wire,FALSE,onboarding difficulty,2023-11-27,2024-05-18
S03552,U001030,Enterprise,ANNUAL,399,,ACTIVE,2025-06-14,,,TRUE,performance issues,14-06-2025,12/20/2025
S00813,U001380,Pro,annual,59,,trialing,2023-11-12 0:00,,wire,,,11/12/2023,11/16/2023
S04498,U002167,Enterprise,monthly,,,past_due,09/08/2024,,CARD,TRUE,performance issues,09/08/2024,18-02-2025
S03924,U001477,Pro,Monthly,49,,canceled,2023-04-14,2023-06-21,,FALSE,onboarding difficulty,2023-04-14 0:00,30-06-2023
S04074,U000534,Trial,,0,,active,03/08/2023,,wire,,onboarding difficulty,03/08/2023,05/21/2023
S02534,U000622,Free,ANNUAL,0,USD,ACTIVE,07/06/2023,,,TRUE,low usage,2023-07-06,04-12-2023
S03746,U001214,Pro,Monthly,50,CAD,trialing,2023-03-04 0:00,,,TRUE,performance issues,2023-03-04 0:00,04-05-2023
s04074,U001938,Trial,monthly,0,usd,CANCELLED,2024-09-11 0:00,2025-09-23,,FALSE,switched competitor,09/11/2024,2025-02-13 0:00
S03543,U000311,Enterprise,Monthly,499,,CANCELLED,02/18/2024,2024-12-27 0:00,,TRUE,N/A,02/18/2024,08-06-2024
S00617,U000044,Business,monthly,99,CAD,canceled,2025-03-12 0:00,2025-10-09,wire,TRUE,,03/12/2025,07/30/2025
S02273,U002340,Business,,149,CAD,CANCELLED,2023-07-26,07/12/2024,card,TRUE,,2023-07-26,19-01-2024
S02384,U000754,Pro,Monthly,49,,CANCELLED,03/08/2024,08/07/2024,CARD,1,onboarding difficulty,03/08/2024,09/03/2024
S01470,U000677,Enterprise,annual,,CAD,active,05-08-2024,0000-00-00,,,,2024-08-05,2024-11-16 0:00
S02955,U001517,Business,ANNUAL,99,CAD,past_due,02/19/2025,,CARD,,onboarding difficulty,2025-02-19 0:00,08/07/2025
S02616,U000513,Pro,annual,50,EUR,ACTIVE,2023-12-19 0:00,,CARD,FALSE,switched competitor,2023-12-19,03/01/2024
S01735,U001711,Starter,,20,,paused,2025-01-30,08-07-2025,paypal,1,,2025-01-30,13-02-2025
S00819,u001403,Free,ANNUAL,0,,CANCELLED,2023-10-07 0:00,02/04/2024,,FALSE,performance issues,2023-10-07,2023-10-08
S01389,U000629,Starter,monthly,,usd,canceled,2024-10-31,2025-06-15,card,FALSE,missing features,2024-10-31,2025-03-29
S03410,U001396,Starter,,19,,past_due,2023-01-05,,,FALSE,,05-01-2023,2023-01-28
S03848,U000438,Starter,,20,EUR,paused,15-08-2024,26-05-2025,paypal,1,performance issues,08/15/2024,2024-10-09 0:00
S01913,U000068,Free,,0,CAD,trialing,11/23/2023,,wire,TRUE,N/A,11/23/2023,2024-02-26
S02767,u001818,Trial,,0,CAD,trialing,15-05-2024,,CARD,0,performance issues,2024-05-15,2024-08-13 0:00
S02413,U001495,Pro,,49,CAD,past_due,11/28/2023,,,0,,2023-11-28 0:00,2024-01-08
S00861,U000508,Enterprise,Monthly,299,USD,paused,05/29/2023,10-09-2023,wire,FALSE,switched competitor,29-05-2023,30-05-2023
S02101,U001861,Business,Monthly,99,CAD,ACTIVE,09/06/2023,,,FALSE,N/A,2023-09-06,2024-01-06 0:00
S03649,u001151,free,Monthly,0,usd,CANCELLED,2024-07-31 0:00,2025-04-29 0:00,CARD,TRUE,switched competitor,07/31/2024,2024-12-28
S02090,U001237,Trial,,0,usd,past_due,04/13/2025,,CARD,0,performance issues,2025-04-13 0:00,2025-09-13 0:00
S00839,U000554,Business,,149,,past_due,01/15/2023,,card,TRUE,too expensive,15-01-2023,2023-05-21
S02508,U001380,Business,ANNUAL,149,usd,past_due,31-10-2024,,,0,switched competitor,2024-10-31,02/13/2025
S04095,U002134,Starter,,19,,CANCELLED,2023-12-17 0:00,02-12-2024,paypal,FALSE,missing features,12/17/2023,2024-04-01
S03937,U002530,Trial,monthly,0,,ACTIVE,2025-06-18,,,TRUE,,06/18/2025,09-08-2025
S01278,U001844,Starter,,19,USD,trialing,16-02-2025,,,FALSE,low usage,2025-02-16 0:00,2025-04-08
S01740,U001984,Enterprise,,,EUR,active,04/16/2023,,,TRUE,switched competitor,04/16/2023,19-05-2023
 S02562,U002460,Free,,0,GBP,active,2023-09-18 0:00,,CARD,0,missing features,2023-09-18 0:00,04/03/2024
S04343,U001829,Business,monthly,149,GBP,CANCELLED,05/17/2025,03/11/2026,,FALSE,low usage,17-05-2025,2025-09-25
S01002,U000700,Enterprise,ANNUAL,,,past_due,2025-04-27,,,FALSE,switched competitor,2025-04-27,2025-08-02 0:00
S03678,U001364,Starter,Monthly,19,EUR,past_due,2024-10-11,,invoice,FALSE,,2024-10-11,16-11-2024
S01263,U000600,Business,annual,120,,active,2025-06-14,,invoice,1,performance issues,06/14/2025,31-10-2025
S04411,U002221,Business,,149,GBP,ACTIVE,08/19/2024,,invoice,,N/A,08/19/2024,18-09-2024
S02099,U001258,Free,monthly,0,,trialing,06/22/2023,,,1,onboarding difficulty,22-06-2023,08/26/2023
S00719,U000105,Pro,,49,,canceled,05/18/2024,2024-07-05,,FALSE,,05/18/2024,2024-08-26
S02562,U001138,Trial,,0,GBP,ACTIVE,2023-07-11,,invoice,1,switched competitor,2023-07-11 0:00,2023-12-26
S01179,USR-002014,Trial,,0,CAD,active,2024-09-27,,CARD,FALSE,too expensive,2024-09-27 0:00,2025-01-24
S04233,u001990,Enterprise,monthly,custom,USD,canceled,2023-03-25 0:00,2023-08-13,,,low usage,03/25/2023,09/19/2023
S02411, u000578 ,Business,annual,99,,past_due,2024-04-26 0:00,,card,TRUE,N/A,2024-04-26,2024-08-12
S02812,U000527,Trial,monthly,0,,CANCELLED,10-04-2023,2023-06-18,,,missing features,10-04-2023,2023-05-13 0:00
S04133,U001892,Pro,ANNUAL,59,usd,active,2024-03-05,,wire,FALSE,missing features,05-03-2024,2024-03-31 0:00
S02593,U000103,Free,annual,0,,ACTIVE,2023-06-29,,,1,switched competitor,29-06-2023,2023-08-27 0:00
S02583,U000677,Starter,monthly,20,,active,2024-04-06,,card,,onboarding difficulty,2024-04-06,2024-10-08 0:00
S04200,U000471,Enterprise,,,GBP,paused,2024-06-21,2025-07-11,,TRUE,,2024-06-21,2024-10-22 0:00
S02351,USR-000483,Enterprise,,custom,GBP,ACTIVE,23-11-2024,,wire,0,,2024-11-23,2025-01-20 0:00
S02033,U000844,Pro,,49,CAD,active,05/22/2025,,invoice,1,too expensive,05/22/2025,14-08-2025
S04348,U000370,Business,annual,120,,CANCELLED,2025-04-10 0:00,2025-11-12,invoice,0,,10-04-2025,06/02/2025
S03043,U001751,Trial,Monthly,0,GBP,CANCELLED,2023-07-20,29-02-2024,wire,,N/A,20-07-2023,08/11/2023
S01048,U001157,Trial,,0,usd,canceled,2024-11-08 0:00,22-09-2025,wire,TRUE,switched competitor,2024-11-08 0:00,12-05-2025
s00086,U001235,Starter,monthly,25,USD,paused,14-09-2023,2024-06-29 0:00,invoice,0,switched competitor,2023-09-14,2023-10-17
S03547,U001415,enterprise,Monthly,custom,,active,05/23/2024,,card,1,switched competitor,2024-05-23,07/14/2024
S03520,U000278,Pro,annual,59,usd,CANCELLED,03/16/2024,04-03-2025,,,missing features,2024-03-16,2024-06-16
S04282,U001920,Trial,,0,,active,27-07-2024,,card,TRUE,N/A,07/27/2024,14-09-2024
S02214,U000008,Business,monthly,99,GBP,ACTIVE,15-03-2023,,paypal,TRUE,onboarding difficulty,03/15/2023,2023-06-19
S01582,u000239,Trial,monthly,0,,canceled,2023-02-05,01-03-2023,paypal,,,2023-02-05 0:00,22-04-2023
S01939,U001871,Trial,monthly,0,usd,canceled,20-10-2024,12/10/2024,wire,,N/A,2024-10-20,2025-02-20 0:00
S00475,U002469,Trial,,0,,past_due,2024-03-12,,,FALSE,onboarding difficulty,2024-03-12 0:00,2024-03-23
s02667,U000111,Starter,,19,USD,CANCELLED,02/11/2023,12/15/2023,CARD,TRUE,,11-02-2023,2023-03-10
S04401,U001906,Free,,0,GBP,paused,05/25/2023,2024-01-17 0:00,,0,switched competitor,2023-05-25,11-10-2023
S00721,U002056,enterprise,ANNUAL,299,GBP,ACTIVE,17-08-2024,,card,0,switched competitor,08/17/2024,2025-01-08 0:00
S01733,U001938,Trial,,0,USD,past_due,04/24/2023,,card,,,04/24/2023,2023-06-06 0:00
 S02590,U000357,Pro,Monthly,50,USD,ACTIVE,08/03/2024,,card,,performance issues,03-08-2024,17-10-2024
S03530,U001140,Pro,,50,usd,paused,2023-09-14,03/20/2024,,TRUE,performance issues,2023-09-14,2023-11-15
S01181,u001678,trial,ANNUAL,0,,active,05/12/2025,,,FALSE,too expensive,12-05-2025,10/20/2025
S02116,U000545,Starter,monthly,19,,ACTIVE,2024-05-29,,paypal,FALSE,missing features,2024-05-29 0:00,09-09-2024
S01639,U000226,Trial,,0,USD,past_due,2024-01-29,,wire,,,01/29/2024,27-05-2024
S03138,U000752,Trial,ANNUAL,0,,paused,04-05-2023,07/13/2023,CARD,FALSE,,04-05-2023,08/04/2023
S01791,U001958,Trial,monthly,0,USD,canceled,2024-09-28 0:00,26-12-2024,invoice,1,N/A,2024-09-28,11/11/2024
 S01730,U001334,Business,Monthly,120,GBP,active,05/31/2023,,card,0,performance issues,2023-05-31,2023-06-02
S04453,U000234,Pro,ANNUAL,59,CAD,ACTIVE,10-03-2023,,CARD,TRUE,,03/10/2023,07-07-2023
S00512,U001297,Pro,,59,USD,canceled,04/28/2024,2024-12-23,,FALSE,,2024-04-28,07/19/2024
S03857,U000385,Trial,monthly,0,USD,paused,04/04/2023,03-05-2023,card,TRUE,too expensive,2023-04-04 0:00,2023-08-16
s03911,U001911,Pro,ANNUAL,59,USD,ACTIVE,2023-05-10,,,TRUE,too expensive,2023-05-10 0:00,10-08-2023
S02280,U002027,Business,Monthly,99,usd,ACTIVE,01/09/2024,,CARD,FALSE,,01/09/2024,2024-04-30 0:00
S01336,U000767,Enterprise,,,EUR,canceled,2023-09-02 0:00,08-01-2024,paypal,1,onboarding difficulty,2023-09-02,2023-11-08
S02736,U001705,Enterprise,,499,EUR,CANCELLED,2023-04-24,2024-05-06 0:00,,TRUE,N/A,04/24/2023,2023-05-30
S01423,U002507,Starter,annual,25,EUR,canceled,01/22/2025,2025-04-27 0:00,invoice,FALSE,N/A,01/22/2025,18-05-2025
S00127,U000200,Pro,ANNUAL,50,GBP,ACTIVE,2023-09-21,,CARD,FALSE,low usage,2023-09-21,2023-11-01
S03685, U002100 ,Business,,99,USD,CANCELLED,2023-03-25,02-11-2023,paypal,TRUE,low usage,25-03-2023,23-06-2023
S03611,U000920,Starter,Monthly,19,EUR,past_due,2023-03-31,,CARD,1,onboarding difficulty,2023-03-31,2023-06-30 0:00
S02725,U001609,Business,,149,EUR,past_due,09/03/2024,,,FALSE,too expensive,2024-09-03,2024-09-23 0:00
S03656,U001661,Free,,0,,CANCELLED,2025-04-26,03/23/2026,paypal,,missing features,26-04-2025,2025-09-18 0:00
S02745,U001953,Enterprise,,499,,past_due,2025-06-19 0:00,,,FALSE,low usage,2025-06-19,06-10-2025
S03571,U001695,Trial,,0,,paused,08/07/2023,2024-07-22 0:00,CARD,0,low usage,2023-08-07 0:00,2023-12-17
S03332,U000156,Starter,monthly,19,,past_due,2023-03-07 0:00,,,TRUE,performance issues,2023-03-07,2023-03-19
S03505,U001758,Trial,,0,USD,paused,2024-10-10,03/16/2025,paypal,,performance issues,2024-10-10,12/19/2024
S01657,U000287,Trial,annual,0,GBP,canceled,10/21/2023,2024-01-07 0:00,wire,,,2023-10-21,2024-02-01 0:00
S03402,U002400,Enterprise,Monthly,,usd,trialing,2023-12-15 0:00,,invoice,FALSE,low usage,15-12-2023,01-05-2024
S03600, U000688 ,Free,ANNUAL,0,usd,canceled,11-11-2024,03/30/2025,,TRUE,low usage,2024-11-11,2025-01-02
S00484,U002439,Trial,monthly,0,,CANCELLED,2024-07-23 0:00,2025-05-26 0:00,wire,1,N/A,23-07-2024,22-01-2025
S02304,U002398,Pro,monthly,50,CAD,active,2025-01-29 0:00,,CARD,FALSE,low usage,2025-01-29,02/20/2025
S00818,U000875,Starter,monthly,19,USD,active,08/09/2023,,wire,0,,2023-08-09 0:00,2023-11-23
S01145,U002287,Business,annual,99,GBP,canceled,04/25/2024,2024-06-09,,TRUE,switched competitor,25-04-2024,2024-10-12
S00485,u000817,Enterprise,ANNUAL,,usd,paused,20-04-2025,2025-12-17 0:00,CARD,FALSE,low usage,2025-04-20 0:00,27-04-2025
