invoice_id,subscription_id,issue_date,due_date,paid_date,invoice_amount,currency,payment_status,payment_method,tax_applied,created_at
I01269,S03229,2025-02-21,2025-03-23 0:00,2025-03-29 0:00,377.45,CAD,refunded,paypal,0,2025-02-21 0:00
I00867,S02024,0000-00-00,0000-00-00,,159.43,,PAID,,FALSE,2023-02-04 0:00
I01699,S03784,05/13/2025,2025-06-12 0:00,0000-00-00,355.46,USD,PAID,card,,2025-05-13 0:00
I01654, S03476,,0000-00-00,,56.14,,,,,2024-01-27 0:00
I00349,S00625,2024-05-02,2024-06-01 0:00,,223.45,usd,,,FALSE,2024-05-02 0:00
I01509,S00984,2023-09-16 0:00,2023-10-16 0:00,2023-10-20,,EUR,paid,,TRUE,2023-09-16 0:00
I01222,S02564,,0000-00-00,0000-00-00,452.51,EUR,failed,,TRUE,2023-10-16 0:00
I00917,S03196,01/19/2025,2025-02-18,2025-02-26,19.18,CAD,PAID,,FALSE,2025-01-19 0:00
I00802,S01049,,2024-10-05,2024-10-06,,USD,partial,invoice,,2024-09-05 0:00
I01549,s00126,0000-00-00,2025-05-21,05/15/2025,127.27,USD,PAID,invoice,TRUE,2025-04-21 0:00
I00560,s01348,2023-12-24,0000-00-00,2023-12-28 0:00,439.59,GBP,paid,invoice,FALSE,2023-12-24 0:00
I00336,S01669,12/27/2024,2025-01-26,0000-00-00,46.37,EUR,FAILED,invoice,TRUE,2024-12-27 0:00
I00877,S02142,01/12/2023,,0000-00-00,498.67,USD,failed,paypal,FALSE,2023-01-12 0:00
I01027,SUB-00438,2023-06-27,0000-00-00,2023-07-03 0:00,331.68,,failed,paypal,FALSE,2023-06-27 0:00
I00843,S02173,0000-00-00,2023-04-20,2023-04-09 0:00,48.56,CAD,partial,invoice,FALSE,2023-03-21 0:00
I00524,S03433,2024-01-11,,2024-02-20 0:00,90.42,CAD,,,TRUE,2024-01-11 0:00
I01046,S01208,10/17/2024,2024-11-16,,466.09,USD,,wire,FALSE,2024-10-17 0:00
I01585,S00192,,05/18/2023,2023-05-23,355.3,,,,TRUE,2023-04-18 0:00
I00683,S04260,2023-10-22,2023-11-21,,18.68,EUR,,wire,,2023-10-22 0:00
I00915,S01530,0000-00-00,10/27/2023,,277.12,CAD,failed,,TRUE,2023-09-27 0:00
I01070,S03256,2025-05-26 0:00,2025-06-25 0:00,06/11/2025,N/A,usd,,paypal,FALSE,2025-05-26 0:00
I00609,SUB-01564,0000-00-00,0000-00-00,2024-02-19,23.71,usd,PAID,CARD,TRUE,2024-02-15 0:00
I00555,S02679,2023-03-28,2023-04-27,,308.68,CAD,failed,invoice,1,2023-03-28 0:00
I00404,S04356,2024-06-25,2024-07-25,,270.55,,partial,card,TRUE,2024-06-25 0:00
I00420,S03054,01/13/2023,0000-00-00,,270.83,usd,,invoice,FALSE,2023-01-13 0:00
I00844,S02353,0000-00-00,,2024-05-24 0:00,482.09,USD,partial,card,,2024-04-26 0:00
I00320,S01548,0000-00-00,2024-03-03,2024-02-05 0:00,N/A,CAD,PAID,CARD,,2024-02-02 0:00
I00016,s03746,0000-00-00,2025-07-04,0000-00-00,437.22,,,CARD,FALSE,2025-06-04 0:00
I01461,S03150,07/10/2024,,2024-07-18 0:00,197.04,,,CARD,TRUE,2024-07-10 0:00
I00211,S02248,0000-00-00,,2023-08-29,439.71,CAD,PAID,invoice,TRUE,2023-07-27 0:00
I00732,S01273,2023-09-27,10/27/2023,,203.33,GBP,FAILED,card,TRUE,2023-09-27 0:00
I00691,S03019,0000-00-00,04/01/2025,04/04/2025,480.24,GBP,PAID,invoice,FALSE,2025-03-02 0:00
I00477,S01763,,2023-07-17,,214.82,USD,paid,paypal,TRUE,2023-06-17 0:00
I00148,S01756,0000-00-00,2025-01-17 0:00,2024-12-31,33.35,CAD,paid,CARD,FALSE,2024-12-18 0:00
I00580,S03746,0000-00-00,2024-01-23,2024-01-21 0:00,360.99,GBP,refunded,wire,TRUE,2023-12-24 0:00
I00497,S01705,2023-06-16,07/16/2023,,,,partial,paypal,TRUE,2023-06-16 0:00
I00559,S04447,2023-01-09,02/08/2023,0000-00-00,55.4,,,,,2023-01-09 0:00
I01238,S02702,2023-09-03 0:00,0000-00-00,09/18/2023,48.03,,failed,card,TRUE,2023-09-03 0:00
I01435,S03115,01/13/2023,2023-02-12 0:00,0000-00-00,472.1,,,wire,,2023-01-13 0:00
I01439,S01548,04/09/2025,2025-05-09 0:00,,341.47,,paid,,TRUE,2025-04-09 0:00
I01747,S03322,0000-00-00,10/05/2024,,243.57,,FAILED,paypal,FALSE,2024-09-05 0:00
i00163,S02009,,0000-00-00,,167.97,,,,,2024-05-29 0:00
I01405,S03006,2024-10-03 0:00,0000-00-00,10/28/2024,207.08,,failed,,,2024-10-03 0:00
I00111,S01176,,,2025-05-18 0:00,472.69,CAD,PAID,,1,2025-04-22 0:00
I00074,S03116,0000-00-00,03/01/2024,02/06/2024,13.87,USD,,card,FALSE,2024-01-31 0:00
i01058,S03737,2024-06-19,2024-07-19 0:00,,436.52,USD,partial,invoice,0,2024-06-19 0:00
I01507,S02376,2023-12-21,,,387.24,,PAID,wire,,2023-12-21 0:00
I00319,S00525,2025-02-15 0:00,03/17/2025,0000-00-00,366.95,EUR,paid,wire,0,2025-02-15 0:00
I00136,S03125,0000-00-00,2023-08-25,,342.96,CAD,,invoice,,2023-07-26 0:00
I01463,s01943,,2024-09-23 0:00,0000-00-00,55.18,usd,,CARD,0,2024-08-24 0:00
I01789,S01066,12/05/2024,,2025-01-09,,usd,failed,card,1,2024-12-05 0:00
I01658,S01387,2024-02-09,03/10/2024,0000-00-00,401.81,usd,refunded,wire,0,2024-02-09 0:00
I01521,S00194,,08/02/2024,2024-07-05,441.93,CAD,FAILED,paypal,1,2024-07-03 0:00
I01014,s01899,,2024-12-28,2024-12-28,N/A,,PAID,CARD,,2024-11-28 0:00
I01157,S04134,2023-02-07,03/09/2023,2023-03-09 0:00,457.93,GBP,PAID,,TRUE,2023-02-07 0:00
I01165,S01309,0000-00-00,2024-04-28,0000-00-00,99.96,usd,partial,card,0,2024-03-29 0:00
I01724,S02331,2023-07-05,2023-08-04,,312.02,,paid,,FALSE,2023-07-05 0:00
I01418, S02552,0000-00-00,0000-00-00,2025-03-31,318.6,GBP,refunded,wire,FALSE,2025-03-08 0:00
I00078,S03829,0000-00-00,03/22/2024,,172.98,USD,,wire,TRUE,2024-02-21 0:00
I01095,S00647,2024-05-22 0:00,2024-06-21 0:00,06/20/2024,N/A,,failed,invoice,,2024-05-22 0:00
I01774,S02075,2023-07-12,0000-00-00,08/04/2023,123.39,,paid,CARD,1,2023-07-12 0:00
I00042,S02265,2023-10-20,11/19/2023,2023-10-26 0:00,361.05,CAD,failed,wire,TRUE,2023-10-20 0:00
I01164,s03369,2023-11-16,2023-12-16 0:00,11/19/2023,171.94,,failed,wire,FALSE,2023-11-16 0:00
I01069,S03871,2024-03-14,2024-04-13,2024-03-16 0:00,283.19,USD,failed,card,FALSE,2024-03-14 0:00
I00954, s02680,2023-05-26,2023-06-25 0:00,,138.69,GBP,failed,CARD,,2023-05-26 0:00
I01471,S02515,0000-00-00,0000-00-00,2024-04-18,,GBP,FAILED,wire,TRUE,2024-04-04 0:00
I00170,S03977,,07/14/2023,0000-00-00,43.83,,paid,,1,2023-06-14 0:00
I00478,S00814,0000-00-00,06/04/2024,,146.72,,refunded,,TRUE,2024-05-05 0:00
I01479,S01937,2024-10-23,11/22/2024,,127.16,,paid,card,,2024-10-23 0:00
I01214,S00206,2024-06-27 0:00,07/27/2024,0000-00-00,72.3,,,card,,2024-06-27 0:00
I00921,S03955,0000-00-00,2024-11-19,11/20/2024,235.78,USD,FAILED,wire,,2024-10-20 0:00
I00444,S00656,0000-00-00,2023-07-12,06/12/2023,371.78,,PAID,card,TRUE,2023-06-12 0:00
I00999,S01583,2024-03-21,0000-00-00,0000-00-00,497.66,CAD,paid,wire,,2024-03-21 0:00
I00900,S03871,0000-00-00,2023-02-18,02/16/2023,332.03,USD,,CARD,FALSE,2023-01-19 0:00
I00276,S02888,0000-00-00,,2023-07-03,255,,,wire,FALSE,2023-05-25 0:00
I00235, S01328,0000-00-00,04/06/2023,,67.36,usd,failed,,TRUE,2023-03-07 0:00
I00583,S04166,0000-00-00,,,364.28,GBP,FAILED,,FALSE,2023-12-13 0:00
I00910,S03618,02/29/2024,03/30/2024,0000-00-00,167.37,USD,PAID,wire,,2024-02-29 0:00
I00904,S03258,2024-05-03,2024-06-02,,,GBP,,invoice,1,2024-05-03 0:00
I00595,S00667,10/13/2023,2023-11-12 0:00,11/04/2023,138.33,,failed,wire,TRUE,2023-10-13 0:00
I00970,S01002,0000-00-00,2024-07-14 0:00,2024-07-10,34.68,usd,failed,,TRUE,2024-06-14 0:00
I01019,s01775,0000-00-00,2023-02-03,,32.51,usd,,card,FALSE,2023-01-04 0:00
I01682,S04325,2024-06-10,0000-00-00,0000-00-00,389.65,USD,FAILED,,TRUE,2024-06-10 0:00
I01053,S00252,2024-07-22,2024-08-21,0000-00-00,429.73,,,paypal,,2024-07-22 0:00
I01624,S00490,0000-00-00,0000-00-00,02/07/2023,267.26,,refunded,CARD,1,2023-01-21 0:00
I00129,S01981,0000-00-00,01/06/2025,12/29/2024,59.93,EUR,paid,wire,,2024-12-07 0:00
I00109,S01903,0000-00-00,09/24/2023,2023-09-29,408.04,,refunded,wire,TRUE,2023-08-25 0:00
I01328,S00757,,2023-12-09 0:00,2023-12-13,377.45,CAD,partial,paypal,1,2023-11-09 0:00
I00548,S01431,03/06/2023,0000-00-00,2023-04-14,131.97,USD,paid,wire,,2023-03-06 0:00
I01567,S00237,0000-00-00,,2023-04-25 0:00,286.58,USD,refunded,card,FALSE,2023-04-07 0:00
I01144,S03237,10/10/2024,2024-11-09,0000-00-00,410.4,,partial,paypal,1,2024-10-10 0:00
I00980,S01526,2024-05-24 0:00,2024-06-23,06/20/2024,379.26,GBP,,,FALSE,2024-05-24 0:00
I01699,S00143,0000-00-00,2024-01-27 0:00,,21,CAD,PAID,CARD,FALSE,2023-12-28 0:00
I01620,SUB-02114,0000-00-00,2024-12-02,2024-12-07,206.73,USD,,,,2024-11-02 0:00
I01325,S03753,2023-07-10,0000-00-00,0000-00-00,16.45,CAD,partial,invoice,1,2023-07-10 0:00
I01775,S01390,04/21/2025,0000-00-00,,113.49,CAD,partial,,,2025-04-21 0:00
I01349,S01468,0000-00-00,0000-00-00,2023-03-29,162.05,EUR,,wire,FALSE,2023-02-19 0:00
I00589,s00326,2025-02-05,0000-00-00,2025-02-16,421.29,CAD,,,1,2025-02-05 0:00
I01259,S01309,,09/08/2024,,N/A,CAD,failed,card,1,2024-08-09 0:00
I00564,S02752,2025-01-05 0:00,0000-00-00,,298.59,,failed,paypal,TRUE,2025-01-05 0:00
I00292,s02271,01/13/2025,02/12/2025,,460.7,GBP,refunded,paypal,,2025-01-13 0:00
I00733,s01177,2023-10-29 0:00,2023-11-28,10/31/2023,91.33,USD,failed,paypal,FALSE,2023-10-29 0:00
I00937,S00777,,2025-06-26 0:00,2025-07-04,300.94,,PAID,CARD,,2025-05-27 0:00
I01230,S00877,2024-10-08 0:00,2024-11-07,,309.83,,FAILED,card,1,2024-10-08 0:00
i00757,S01903,2025-03-02,0000-00-00,,N/A,usd,FAILED,,0,2025-03-02 0:00
I01288,S00540,01/05/2023,0000-00-00,0000-00-00,439.73,USD,FAILED,paypal,FALSE,2023-01-05 0:00
I01317,S02977,10/08/2023,,,171.54,USD,failed,paypal,FALSE,2023-10-08 0:00
I00916,S01657,,2024-09-10,0000-00-00,246.75,USD,,,TRUE,2024-08-11 0:00
I00326,s01085,2023-05-13,0000-00-00,2023-05-14,319.54,CAD,,paypal,FALSE,2023-05-13 0:00
I00885,S01003,,2024-10-24 0:00,2024-09-27 0:00,420.72,CAD,PAID,CARD,0,2024-09-24 0:00
I01316,S00460,2023-06-16,2023-07-16,2023-06-18,91.34,GBP,failed,card,FALSE,2023-06-16 0:00
I00537,S03818,0000-00-00,2025-01-25 0:00,,474.48,,FAILED,paypal,,2024-12-26 0:00
I01051,S02534,2023-06-01,07/01/2023,2023-06-13 0:00,200.53,,,CARD,,2023-06-01 0:00
I01724,S04441,07/24/2024,08/23/2024,,427.53,USD,partial,,TRUE,2024-07-24 0:00
I01179,s03746,2023-04-15 0:00,05/15/2023,2023-05-04 0:00,325.45,GBP,PAID,card,FALSE,2023-04-15 0:00
I01771, S04480,2023-03-04,2023-04-03 0:00,2023-03-12,240.56,CAD,refunded,wire,TRUE,2023-03-04 0:00
I00310,S03768,01/25/2023,,0000-00-00,,,partial,card,,2023-01-25 0:00
I00392,S04382,2024-04-26,0000-00-00,,50.92,USD,partial,wire,FALSE,2024-04-26 0:00
I01516,S02723,2024-09-12,2024-10-12,,153.67,GBP,failed,card,FALSE,2024-09-12 0:00
I00639,S04111,2024-01-21,0000-00-00,,67.66,CAD,,paypal,TRUE,2024-01-21 0:00
I00295,S00735,2023-01-22 0:00,2023-02-21,03/03/2023,32.5,CAD,PAID,,0,2023-01-22 0:00
I00087,S00109,2023-07-07,2023-08-06,0000-00-00,210.65,USD,failed,paypal,FALSE,2023-07-07 0:00
I01631,S03420,,2023-09-21,09/12/2023,86.64,USD,PAID,invoice,FALSE,2023-08-22 0:00
I01792,S01772,0000-00-00,2024-02-06 0:00,01/20/2024,396.78,CAD,partial,wire,0,2024-01-07 0:00
I01016, S01526,2025-03-03,0000-00-00,,291.87,GBP,partial,,TRUE,2025-03-03 0:00
I00414,S03537,0000-00-00,0000-00-00,2025-01-29 0:00,258.05,,,wire,,2025-01-02 0:00
I00435,S03245,2024-10-10,11/09/2024,,198.58,EUR,PAID,card,0,2024-10-10 0:00
I00095,S01543,,0000-00-00,0000-00-00,114.25,CAD,refunded,card,,2024-02-29 0:00
I01559,s03749,2023-01-04,02/03/2023,2023-02-05 0:00,81.75,EUR,refunded,wire,FALSE,2023-01-04 0:00
I00771,S01393,0000-00-00,2024-08-13,,148.52,usd,,,FALSE,2024-07-14 0:00
I00787,S00593,2023-08-28,09/27/2023,09/01/2023,306.88,USD,,card,1,2023-08-28 0:00
I00828,S01683,0000-00-00,11/13/2024,2024-10-14 0:00,402.27,CAD,,,FALSE,2024-10-14 0:00
I01434,S04273,03/12/2024,0000-00-00,2024-04-17,158.75,usd,refunded,,TRUE,2024-03-12 0:00
I00332,S02019,2024-03-31,0000-00-00,2024-04-16,491.5,,failed,paypal,TRUE,2024-03-31 0:00
I01204,S01610,02/15/2025,2025-03-17 0:00,0000-00-00,14.66,USD,paid,wire,FALSE,2025-02-15 0:00
I00877,S00766,2024-07-06 0:00,2024-08-05,,467.95,CAD,,,TRUE,2024-07-06 0:00
I01713,S00288,,,,424.04,,FAILED,wire,TRUE,2024-06-18 0:00
I00971,s00002,2023-12-21,0000-00-00,2024-01-04 0:00,158.33,USD,,invoice,TRUE,2023-12-21 0:00
I01625,S01520,0000-00-00,0000-00-00,2023-05-25 0:00,230.51,CAD,paid,,FALSE,2023-05-19 0:00
I01633, S01530,02/27/2024,0000-00-00,,248.07,USD,refunded,card,1,2024-02-27 0:00
I00313, S01423,2025-05-02,06/01/2025,2025-05-04,24.18,USD,FAILED,CARD,1,2025-05-02 0:00
I00431,S03005,2024-11-01 0:00,2024-12-01,0000-00-00,358.13,,paid,invoice,TRUE,2024-11-01 0:00
I00542,S00324,0000-00-00,2024-10-30,,460.96,EUR,PAID,,TRUE,2024-09-30 0:00
i01031,S03580,0000-00-00,2025-03-15,,,CAD,partial,wire,FALSE,2025-02-13 0:00
I00491,S03110,0000-00-00,2025-05-31,2025-06-07,423.14,,paid,,,2025-05-01 0:00
I01000,S04038,2024-06-10,07/10/2024,2024-06-21,N/A,usd,refunded,CARD,FALSE,2024-06-10 0:00
I00371,S03559,02/03/2025,0000-00-00,2025-02-09,458.85,,FAILED,wire,,2025-02-03 0:00
I00041,s00002,2023-09-03,10/03/2023,2023-10-12,390.32,usd,partial,paypal,,2023-09-03 0:00
I00003,S00460,2024-07-27 0:00,2024-08-26,2024-09-02,100.67,CAD,refunded,paypal,0,2024-07-27 0:00
I01531,S04104,2024-02-02,03/03/2024,,392.11,,partial,wire,TRUE,2024-02-02 0:00
I00747,S00942,04/21/2024,2024-05-21,2024-05-13 0:00,21.34,,FAILED,,1,2024-04-21 0:00
I00213,S02462,2024-12-20,2025-01-19 0:00,2024-12-20,233.34,EUR,refunded,CARD,0,2024-12-20 0:00
I00097,S02326,2023-07-05,2023-08-04,2023-08-10,30.41,USD,partial,wire,TRUE,2023-07-05 0:00
I00207,S01189,2023-07-12,,2023-08-20,337.82,EUR,partial,invoice,TRUE,2023-07-12 0:00
I01289,S01564,0000-00-00,2023-03-25 0:00,0000-00-00,487.12,usd,refunded,,,2023-02-23 0:00
I01797,S03308,2023-09-02 0:00,10/02/2023,2023-10-03,377.27,GBP,failed,,0,2023-09-02 0:00
I00340,S03539,2024-10-01 0:00,2024-10-31,2024-10-19 0:00,92.57,,refunded,,1,2024-10-01 0:00
I00980,S02551,2024-04-17,0000-00-00,04/17/2024,490.62,,partial,wire,FALSE,2024-04-17 0:00
I01645,S01539,2025-01-23,0000-00-00,03/03/2025,100.98,,partial,card,,2025-01-23 0:00
I00627,S00131,,0000-00-00,,135.75,EUR,refunded,wire,TRUE,2023-07-13 0:00
I00266,S00439,,2025-01-12,0000-00-00,11.67,CAD,refunded,invoice,FALSE,2024-12-13 0:00
I01065,S02512,,2024-09-06 0:00,2024-08-24,409.1,EUR,refunded,paypal,TRUE,2024-08-07 0:00
I01442,S00643,,,2024-01-13,266.34,CAD,partial,,TRUE,2023-12-16 0:00
I00240, S01009,2025-05-27,2025-06-26 0:00,0000-00-00,N/A,CAD,,paypal,TRUE,2025-05-27 0:00
I00612,S00665,0000-00-00,03/13/2025,,320.19,,paid,wire,FALSE,2025-02-11 0:00
I00860,S04093,0000-00-00,2023-04-08 0:00,,238.78,,FAILED,invoice,1,2023-03-09 0:00
I00802,S03266,2023-01-08,2023-02-07 0:00,2023-01-31,24.2,,failed,,,2023-01-08 0:00
I00190,S02218,2024-04-07,2024-05-07 0:00,,287.98,,,,TRUE,2024-04-07 0:00
I00733,S02366,2023-01-23,0000-00-00,2023-02-10,15.71,CAD,refunded,,,2023-01-23 0:00
I00280,S01190,2025-03-24 0:00,2025-04-23,2025-04-21 0:00,123.76,GBP,refunded,,,2025-03-24 0:00
I01429,s01089,2023-11-12 0:00,2023-12-12,2023-11-30 0:00,334.98,usd,partial,,TRUE,2023-11-12 0:00
I01044,S03921,2024-12-02,01/01/2025,,149.77,EUR,,card,FALSE,2024-12-02 0:00
I00158,S00659,2024-04-14 0:00,05/14/2024,05/09/2024,491.31,usd,refunded,card,FALSE,2024-04-14 0:00
I00959,S01220,0000-00-00,0000-00-00,,64.11,,paid,,FALSE,2024-05-19 0:00
I00601,S01428,0000-00-00,2024-03-26 0:00,,383.51,,failed,paypal,TRUE,2024-02-25 0:00
I01660,S01552,0000-00-00,2024-03-30,,258.71,,FAILED,wire,FALSE,2024-02-29 0:00
I01410,S03942,2025-03-26,2025-04-25,,430.79,,FAILED,wire,TRUE,2025-03-26 0:00
i01405,S00704,08/05/2024,0000-00-00,0000-00-00,214.68,CAD,,invoice,0,2024-08-05 0:00
I00669,S04074,2023-10-02,2023-11-01,,175.84,EUR,paid,,TRUE,2023-10-02 0:00
I01113,S01431,2023-06-27 0:00,2023-07-27,,128.78,EUR,paid,invoice,0,2023-06-27 0:00
I00832,S03716,06/11/2025,0000-00-00,,121.53,USD,PAID,invoice,FALSE,2025-06-11 0:00
I01566,s02649,03/20/2024,0000-00-00,03/26/2024,269.38,,FAILED,invoice,1,2024-03-20 0:00
I00448,S00473,0000-00-00,2025-03-02,,442.03,usd,paid,card,0,2025-01-31 0:00
I01098,S04093,2025-01-10,0000-00-00,2025-01-22,346.51,USD,FAILED,,TRUE,2025-01-10 0:00
I01258,S00146,08/01/2024,0000-00-00,2024-08-06,,GBP,paid,CARD,FALSE,2024-08-01 0:00
I00653,S01167,0000-00-00,,2023-08-07 0:00,379.3,usd,,CARD,,2023-07-19 0:00
I00808,S00316,0000-00-00,2023-04-17,2023-04-16,377.11,EUR,FAILED,card,0,2023-03-18 0:00
I00882,S01826,2023-05-08,2023-06-07,,11.7,CAD,,CARD,FALSE,2023-05-08 0:00
I00835,S01417,0000-00-00,2023-12-18,2023-12-21 0:00,98.5,CAD,failed,CARD,TRUE,2023-11-18 0:00
I00152,S02130,0000-00-00,05/27/2024,,237.87,EUR,partial,paypal,1,2024-04-27 0:00
I01789, S00876,05/07/2024,06/06/2024,,43.64,CAD,FAILED,,FALSE,2024-05-07 0:00
I00236,S01039,2024-06-23,2024-07-23,,472.72,CAD,PAID,CARD,1,2024-06-23 0:00
I01350,S00400,2024-11-15,12/15/2024,,206.62,EUR,refunded,wire,FALSE,2024-11-15 0:00
I01707,s01687,0000-00-00,2025-01-28,2025-01-12 0:00,269.65,CAD,paid,paypal,TRUE,2024-12-29 0:00
I01721,S03954,0000-00-00,0000-00-00,2024-09-21,53.81,,,wire,FALSE,2024-09-06 0:00
I00467,S02295,2024-07-11 0:00,2024-08-10 0:00,0000-00-00,341.87,usd,partial,,0,2024-07-11 0:00
I01379,S00144,,0000-00-00,,171.54,,paid,CARD,TRUE,2023-04-28 0:00
I01290,S03571,2024-07-17 0:00,2024-08-16,2024-08-25 0:00,95.67,EUR,,,FALSE,2024-07-17 0:00
I00708,S02257,2024-05-16,06/15/2024,0000-00-00,63.27,GBP,FAILED,,,2024-05-16 0:00
I00545,S00002,0000-00-00,2025-06-28 0:00,,377,GBP,PAID,CARD,0,2025-05-29 0:00
I01362,S00593,10/11/2024,0000-00-00,,341.99,,failed,CARD,1,2024-10-11 0:00
I01556,S02899,0000-00-00,2023-10-16 0:00,2023-10-16,226.53,usd,paid,,TRUE,2023-09-16 0:00
I01411,S04146,2024-10-30,11/29/2024,2024-11-28,359.96,,paid,wire,0,2024-10-30 0:00
I01343,S02494,0000-00-00,2025-05-14,2025-05-02 0:00,418.29,USD,PAID,card,1,2025-04-14 0:00
I01296,S02919,10/24/2023,2023-11-23 0:00,,,USD,PAID,wire,,2023-10-24 0:00
I00338,S03670,0000-00-00,2025-02-20,2025-01-24 0:00,316.99,USD,failed,paypal,,2025-01-21 0:00
I00174,S03683,0000-00-00,,2025-06-24,,EUR,refunded,wire,FALSE,2025-05-19 0:00
I01637,S02440,0000-00-00,2023-02-10 0:00,,152.56,USD,PAID,wire,0,2023-01-11 0:00
I00093,S02970,03/11/2025,2025-04-10,,433.42,EUR,,,TRUE,2025-03-11 0:00
I00065,S01029,10/08/2024,0000-00-00,10/23/2024,N/A,,paid,card,,2024-10-08 0:00
I01545,S03220,0000-00-00,2024-10-14 0:00,,272.63,usd,,invoice,,2024-09-14 0:00
I01324,S01984,2024-01-23,2024-02-22,2024-02-02,241.48,,,CARD,FALSE,2024-01-23 0:00
I00634,S03240,2024-04-12,2024-05-12 0:00,2024-05-07,48.17,GBP,paid,CARD,FALSE,2024-04-12 0:00
I00274,S02769,2023-07-04,2023-08-03,0000-00-00,249.88,CAD,,card,FALSE,2023-07-04 0:00
I00557,S04470,0000-00-00,2024-06-12,0000-00-00,328.55,EUR,paid,CARD,,2024-05-13 0:00
I00861, SUB-00071,0000-00-00,07/11/2024,2024-07-17,33.59,usd,,CARD,,2024-06-11 0:00
I00710,S03846,10/10/2023,2023-11-09,2023-11-13,486.68,,,paypal,,2023-10-10 0:00
I00963,s01775,04/03/2025,2025-05-03,2025-05-12,34.49,GBP,refunded,,TRUE,2025-04-03 0:00
I00568,S04227,06/09/2024,07/09/2024,2024-06-24 0:00,,,failed,paypal,FALSE,2024-06-09 0:00
I00750,S02893,04/03/2025,05/03/2025,2025-04-28,42.4,usd,refunded,,TRUE,2025-04-03 0:00
 I00705,S03837,2023-06-05,2023-07-05 0:00,0000-00-00,311.63,,refunded,,FALSE,2023-06-05 0:00
I00788,S01270,2024-05-22 0:00,0000-00-00,2024-06-10,88.6,USD,,invoice,,2024-05-22 0:00
I00251,S00558,2023-12-16,01/15/2024,12/21/2023,404.12,CAD,,CARD,FALSE,2023-12-16 0:00
I00003,S00999,2024-10-11 0:00,2024-11-10,,25.86,GBP,failed,,TRUE,2024-10-11 0:00
I00585,S00877,0000-00-00,0000-00-00,2024-05-03,378.15,USD,paid,paypal,TRUE,2024-04-22 0:00
I00875, S01464,2024-10-12,2024-11-11 0:00,2024-10-12,251.19,,failed,wire,TRUE,2024-10-12 0:00
I00056,S03281,0000-00-00,2023-11-08,2023-10-25,93.34,GBP,PAID,,FALSE,2023-10-09 0:00
I01515,S01938,2023-09-24 0:00,2023-10-24,,440.69,usd,PAID,invoice,0,2023-09-24 0:00
I00139,S03177,03/20/2023,0000-00-00,2023-04-16 0:00,328.63,usd,FAILED,,,2023-03-20 0:00
I00413,SUB-03029,,2023-04-22,0000-00-00,370.04,CAD,,wire,0,2023-03-23 0:00
I01537,S00777,2023-11-25,12/25/2023,2023-12-18,207.59,EUR,,CARD,,2023-11-25 0:00
I00485,S01089,2023-02-27,0000-00-00,2023-03-15 0:00,157.29,,,,TRUE,2023-02-27 0:00
I00318,S01217,2025-03-23,2025-04-22,,83.45,USD,,invoice,,2025-03-23 0:00
I00655,S01699,0000-00-00,0000-00-00,,419.68,GBP,,,FALSE,2024-07-06 0:00
I00402,S00695,03/25/2025,04/24/2025,2025-05-03,473.32,,paid,wire,,2025-03-25 0:00
I01795,S03918,2023-03-06,0000-00-00,2023-04-02,452.66,CAD,PAID,CARD,,2023-03-06 0:00
I01727,S00387,0000-00-00,,0000-00-00,322.48,EUR,partial,wire,TRUE,2023-12-10 0:00
I01048,S03547,0000-00-00,0000-00-00,,57.93,USD,paid,wire,TRUE,2024-05-08 0:00
I00967,S03565,2024-07-14,2024-08-13,,490.21,USD,,invoice,1,2024-07-14 0:00
I01544,S01194,2023-03-07,04/06/2023,,399.21,USD,refunded,card,FALSE,2023-03-07 0:00
I01799,S01952,2024-07-13,08/12/2024,2024-08-01,268.42,,FAILED,invoice,0,2024-07-13 0:00
I01616,S02401,0000-00-00,03/01/2023,0000-00-00,248.31,USD,partial,paypal,TRUE,2023-01-30 0:00
I00358,S01943,0000-00-00,2023-12-09,,78.92,GBP,PAID,,TRUE,2023-11-09 0:00
I00027,S01954,2023-11-06 0:00,2023-12-06 0:00,,160.58,CAD,,wire,1,2023-11-06 0:00
I00284,S03444,2024-09-16,0000-00-00,,299.46,usd,partial,,1,2024-09-16 0:00
 I00484,S00491,0000-00-00,0000-00-00,,221.98,,,,0,2025-01-23 0:00
I01694,S03602,0000-00-00,2025-07-15 0:00,0000-00-00,241.69,,,paypal,FALSE,2025-06-15 0:00
I01241,S03959,0000-00-00,04/19/2023,2023-04-07 0:00,210.21,usd,,,FALSE,2023-03-20 0:00
I01043,S00631,0000-00-00,2025-04-27 0:00,0000-00-00,318.35,usd,,,,2025-03-28 0:00
I01113,S00605,,,,182.53,GBP,,wire,0,2023-05-29 0:00
I01647,S02064,11/07/2023,2023-12-07,2023-12-08 0:00,271.63,USD,refunded,wire,FALSE,2023-11-07 0:00
I00789,S00208,,2023-06-06,2023-05-07 0:00,266.22,,refunded,card,,2023-05-07 0:00
I01039,S02395,10/11/2023,2023-11-10 0:00,0000-00-00,427.67,GBP,,paypal,0,2023-10-11 0:00
I01791,S00655,01/28/2023,02/27/2023,2023-02-08,82.32,,paid,card,,2023-01-28 0:00
I01681,S00587,2025-01-31,2025-03-02,,390.69,,,paypal,,2025-01-31 0:00
I00467,S03104,2023-04-10,05/10/2023,0000-00-00,192.58,GBP,,CARD,FALSE,2023-04-10 0:00
