ticket_id,user_id,category,priority,status,support_channel,sentiment,assigned_agent,created_date,resolved_date,resolution_time_hours,created_at
T00580,U000165,Performance,Medium,pending,email,,J.Doe,2023-04-12 0:00,2023-05-07,115,2023-04-12 0:00
t01295,U001275,Bug,Medium,open,,negative,M.Chen,07/07/2024,0000-00-00,,2024-07-07 0:00
T00478,U000119,Performance,,pending,Chat,NEGATIVE,,0000-00-00,0000-00-00,62,2023-04-25 0:00
T00302,U001606,Onboarding,High,RESOLVED,,positive,S.Khan,0000-00-00,,,2023-09-29 0:00
T00201,U002434,Billing,Medium,open,,,,0000-00-00,,,2025-05-20 0:00
T00492,U000684,Other,low,OPEN,email,neutral,M.Chen,0000-00-00,,94,2023-10-04 0:00
T00082,U001892,Account,High,RESOLVED,Chat,negative,S.Khan,11/11/2023,11/14/2023,,2023-11-11 0:00
T00576,U001938,Billing,High,pending,Chat,,A.Smith,,2023-07-22,,2023-07-12 0:00
T00294,u000972,Onboarding,Urgent,RESOLVED,,positive,,2024-09-15 0:00,09/21/2024,,2024-09-15 0:00
T01236,U002419,Performance,High,closed,In-App,positive,,0000-00-00,,,2024-10-18 0:00
T01443,U001327,Integration,,pending,Chat,NEGATIVE,J.Doe,2024-01-28,,,2024-01-28 0:00
T00083,U002136,Feature Request,Urgent,closed,Email,negative,,,2024-08-09 0:00,184,2024-08-06 0:00
T00319,U002417,Integration,low,pending,,positive,S.Khan,2023-10-01,,,2023-10-01 0:00
T00910,U000724,Onboarding,Urgent,OPEN,,,,0000-00-00,0000-00-00,unknown,2025-03-16 0:00
T00910,U001460,Account,Low,open,Email,,S.Khan,2024-04-08 0:00,0000-00-00,unknown,2024-04-08 0:00
T00374,U001622,Billing,,closed,In-App,positive,,0000-00-00,2024-08-02,228,2024-07-05 0:00
T00275,U001340,Onboarding,,resolved,Phone,,,,05/06/2023,,2023-04-12 0:00
T01374,U000234,Bug,,OPEN,In-App,,J.Doe,,,85,2024-08-13 0:00
T01154,U000366,Integration,low,RESOLVED,In-App,NEGATIVE,A.Smith,0000-00-00,,,2025-06-01 0:00
T01444,U000848,Feature Request,,resolved,Chat,,S.Khan,0000-00-00,,,2024-03-24 0:00
T00901,U000371,Billing,Low,pending,Email,,,,,,2023-07-13 0:00
T00375,U002558,Onboarding,low,RESOLVED,,neutral,A.Smith,10/21/2023,10/31/2023,40,2023-10-21 0:00
T01338,U000802,Onboarding,Medium,open,,positive,,0000-00-00,09/01/2023,unknown,2023-08-28 0:00
T01393,U002071,Performance,High,OPEN,Email,,,2023-08-11,2023-08-30,unknown,2023-08-11 0:00
 T00450,U000920,Integration,Urgent,RESOLVED,Email,negative,M.Chen,,0000-00-00,137,2024-07-31 0:00
T00437,U001447,Account,Low,RESOLVED,,,M.Chen,04/13/2025,05/11/2025,unknown,2025-04-13 0:00
 T01272,U002015,Feature Request,low,resolved,email,positive,,01/19/2024,0000-00-00,,2024-01-19 0:00
T00606,U000427,Bug,Low,OPEN,,,J.Doe,2024-11-11,2024-11-18 0:00,,2024-11-11 0:00
T01219,U000798,Integration,High,RESOLVED,Email,negative,S.Khan,2025-05-01,,,2025-05-01 0:00
T00586,U002483,Billing,,pending,email,,,0000-00-00,11/16/2024,,2024-11-11 0:00
T00126,U001169,Bug,Urgent,OPEN,email,,S.Khan,12/20/2023,01/01/2024,145,2023-12-20 0:00
T00832,U001720,Onboarding,Urgent,RESOLVED,Email,,M.Chen,2023-12-03,,178,2023-12-03 0:00
T01167,U001208,Billing,Medium,pending,,neutral,A.Smith,2023-08-04 0:00,,110,2023-08-04 0:00
T00064,U001193,Account,Low,pending,Email,NEGATIVE,S.Khan,05/14/2023,,140,2023-05-14 0:00
T00604,U000856,Integration,High,open,In-App,NEGATIVE,,0000-00-00,,unknown,2025-02-17 0:00
 T00342,U001184,Other,,pending,Phone,positive,R.Patel,,2024-01-22,unknown,2024-01-05 0:00
T00739,U000407,Account,,closed,Phone,,A.Smith,03/24/2024,0000-00-00,,2024-03-24 0:00
 T01072,U001035,Billing,,resolved,email,positive,,,,,2025-03-09 0:00
T00755,U001183,Feature Request,,RESOLVED,email,negative,M.Chen,2025-02-16 0:00,02/21/2025,unknown,2025-02-16 0:00
T00465,U002002,Feature Request,,OPEN,Email,positive,M.Chen,,05/28/2023,,2023-05-09 0:00
T00799,U001108,Bug,,OPEN,email,negative,R.Patel,0000-00-00,04/05/2023,59,2023-03-19 0:00
T00652,U002421,Billing,,RESOLVED,Chat,,,2025-04-18,0000-00-00,139,2025-04-18 0:00
T01056,U001111,Bug,,open,,,A.Smith,0000-00-00,02/25/2023,65,2023-02-02 0:00
T00952, u002165 ,Billing,low,RESOLVED,Chat,neutral,A.Smith,12/29/2024,01/11/2025,unknown,2024-12-29 0:00
T00604,U000454,Performance,Medium,closed,,,,2024-06-20,2024-07-11 0:00,,2024-06-20 0:00
T01472,U001950,Bug,low,closed,Chat,negative,,2025-06-16 0:00,2025-07-08,unknown,2025-06-16 0:00
T00966,U002179,Integration,,pending,,NEGATIVE,S.Khan,2024-06-03,0000-00-00,,2024-06-03 0:00
T00712,U001519,Billing,low,closed,,negative,S.Khan,12/10/2024,12/17/2024,,2024-12-10 0:00
T00727,U002339,Bug,low,closed,Chat,,A.Smith,0000-00-00,2024-07-20,,2024-07-04 0:00
T00905,U000874,Onboarding,low,pending,email,,S.Khan,2024-10-18,,,2024-10-18 0:00
T00672,U001364,Feature Request,Medium,resolved,email,negative,J.Doe,03/31/2024,,unknown,2024-03-31 0:00
T00286,U000404,Feature Request,Medium,OPEN,Email,NEGATIVE,A.Smith,11/22/2023,,unknown,2023-11-22 0:00
T00909,U000321,Performance,,closed,email,,J.Doe,2024-05-07 0:00,2024-05-10 0:00,,2024-05-07 0:00
T01471,U000794,Integration,Low,open,,neutral,,2023-03-03,,181,2023-03-03 0:00
T00062,U000687,Billing,,RESOLVED,email,,A.Smith,11/15/2024,,186,2024-11-15 0:00
T00813,U000735,Bug,low,RESOLVED,email,,R.Patel,04/02/2024,0000-00-00,,2024-04-02 0:00
T00854,U001626,Bug,,OPEN,email,,M.Chen,0000-00-00,,unknown,2023-01-01 0:00
T00467,U001483,Performance,Medium,OPEN,,,M.Chen,0000-00-00,,unknown,2024-04-05 0:00
T01170,U002185,Performance,High,RESOLVED,,NEGATIVE,,2023-06-23,0000-00-00,,2023-06-23 0:00
T01036,U001085,Billing,Urgent,RESOLVED,Phone,,R.Patel,01/16/2025,,170,2025-01-16 0:00
T00071,U000051,Account,,resolved,,,S.Khan,0000-00-00,0000-00-00,,2023-04-22 0:00
T00739,U000705,Billing,,closed,In-App,,J.Doe,0000-00-00,2023-11-04,unknown,2023-10-20 0:00
T00917,U000021,Account,,resolved,Chat,negative,,2024-01-25,,,2024-01-25 0:00
T00249,U002324,Integration,low,resolved,Chat,neutral,M.Chen,09/24/2023,0000-00-00,,2023-09-24 0:00
T00879,U000503,Bug,Urgent,OPEN,Email,neutral,R.Patel,,2023-11-19 0:00,,2023-10-24 0:00
T01007, u000593 ,Account,low,resolved,email,,,2023-02-04 0:00,,unknown,2023-02-04 0:00
T00415,U001581,Performance,Urgent,resolved,In-App,,,10/11/2023,2023-10-31 0:00,,2023-10-11 0:00
T00605,U001632,Bug,,OPEN,email,negative,R.Patel,0000-00-00,2023-05-19,,2023-05-18 0:00
T01147,U001056,Onboarding,,resolved,Email,,,2024-09-08,2024-09-27,211,2024-09-08 0:00
 T01062,U000087,Onboarding,Medium,pending,email,NEGATIVE,S.Khan,0000-00-00,2023-07-02,91,2023-06-29 0:00
T01171,U001168,Billing,,resolved,Chat,positive,A.Smith,11/07/2023,,114,2023-11-07 0:00
T00551,U000468,Account,Urgent,pending,email,,J.Doe,0000-00-00,,unknown,2023-03-10 0:00
T00179,U000441,Bug,,pending,In-App,neutral,S.Khan,02/01/2023,2023-02-11,,2023-02-01 0:00
T00056,U001107,Onboarding,,RESOLVED,In-App,positive,R.Patel,2024-04-19,,,2024-04-19 0:00
T01258,U000570,Account,High,open,,,,02/10/2023,0000-00-00,unknown,2023-02-10 0:00
T00003,U001436,Performance,low,RESOLVED,In-App,positive,M.Chen,2024-06-02,,,2024-06-02 0:00
T01379,U000539,Integration,,pending,Chat,positive,A.Smith,06/13/2024,,unknown,2024-06-13 0:00
T00621,U000376,Other,low,closed,email,,R.Patel,11/15/2024,2024-11-25 0:00,211,2024-11-15 0:00
T00822, U000445 ,Billing,low,open,email,NEGATIVE,M.Chen,0000-00-00,,,2025-04-10 0:00
T00669,U002413,Bug,,OPEN,,,,2024-10-27 0:00,0000-00-00,232,2024-10-27 0:00
T00119,U000999,Performance,High,OPEN,Chat,neutral,A.Smith,0000-00-00,08/03/2024,9,2024-07-09 0:00
t01208,U000217,Billing,Low,pending,,positive,M.Chen,05/13/2023,2023-05-24 0:00,,2023-05-13 0:00
t00453,U000391,Feature Request,low,RESOLVED,Email,NEGATIVE,J.Doe,,,,2023-07-04 0:00
T00254,U000630,Account,low,open,email,neutral,A.Smith,2025-03-30,2025-04-23,unknown,2025-03-30 0:00
T00968,U002514,Other,low,OPEN,,,M.Chen,0000-00-00,08/12/2023,170,2023-07-17 0:00
T00216,U002377,Bug,Urgent,resolved,Chat,,,2025-05-29,06/11/2025,,2025-05-29 0:00
T01019,U000472,Bug,low,pending,Phone,NEGATIVE,R.Patel,0000-00-00,2023-07-20,,2023-06-22 0:00
T00982,U001851,Onboarding,low,pending,Phone,negative,,2023-01-08,,,2023-01-08 0:00
T00303,U000938,Integration,Urgent,OPEN,In-App,negative,J.Doe,2025-04-16 0:00,2025-04-21,,2025-04-16 0:00
T01105,U000834,Integration,High,resolved,Chat,,S.Khan,,,,2023-06-17 0:00
T00875,u001776,Other,,pending,Chat,positive,M.Chen,04/01/2024,04/12/2024,,2024-04-01 0:00
T00884,U000937,Performance,,resolved,In-App,neutral,,2024-08-20,,108,2024-08-20 0:00
T01182,U001085,Other,Low,open,In-App,negative,J.Doe,2023-09-17,10/14/2023,,2023-09-17 0:00
T00029,U001709,Performance,,pending,Chat,,M.Chen,2025-01-08,02/07/2025,unknown,2025-01-08 0:00
T00551,U002306,Other,,closed,email,,R.Patel,0000-00-00,2024-05-18 0:00,,2024-04-25 0:00
T00678,U002442,Performance,High,closed,Email,negative,,2023-12-21 0:00,2023-12-21 0:00,18,2023-12-21 0:00
T01203,U000893,Billing,Urgent,pending,In-App,positive,,2024-07-19 0:00,08/09/2024,10,2024-07-19 0:00
T01427,U000845,Performance,Urgent,pending,,,M.Chen,2024-05-26 0:00,,unknown,2024-05-26 0:00
T00935,U001345,Account,Urgent,OPEN,email,,,2025-06-05,2025-06-17 0:00,,2025-06-05 0:00
T00145,U000119,Other,low,OPEN,Chat,neutral,J.Doe,2025-03-25,2025-03-29,,2025-03-25 0:00
T00796,U001351,Integration,Low,RESOLVED,In-App,neutral,,0000-00-00,2025-01-22 0:00,unknown,2025-01-10 0:00
T00431,U000417,Account,Low,open,In-App,positive,M.Chen,2023-08-29,,unknown,2023-08-29 0:00
T00803,U001757,Integration,low,OPEN,,,S.Khan,2024-01-13,0000-00-00,168,2024-01-13 0:00
T00028,U001634,Performance,,pending,Phone,positive,S.Khan,2024-07-02,07/18/2024,unknown,2024-07-02 0:00
T01178,U002155,Bug,,OPEN,,neutral,A.Smith,0000-00-00,,unknown,2024-08-03 0:00
T00662,U002179,Performance,,open,Phone,negative,S.Khan,2023-07-13,0000-00-00,12,2023-07-13 0:00
T00401,U000336,Bug,Low,closed,Email,,,0000-00-00,,,2024-04-24 0:00
T00570,U000499,Bug,Urgent,RESOLVED,email,,,2025-06-14 0:00,,,2025-06-14 0:00
T00783,U001116,Billing,High,closed,Chat,,M.Chen,2023-12-06 0:00,,unknown,2023-12-06 0:00
T01218,U002289,Bug,Medium,pending,,positive,,2024-09-19,0000-00-00,128,2024-09-19 0:00
T00881,U001506,Onboarding,Medium,pending,email,neutral,A.Smith,03/20/2023,,unknown,2023-03-20 0:00
T01181,U001450,Feature Request,,RESOLVED,In-App,negative,S.Khan,2025-03-13,,unknown,2025-03-13 0:00
T00570,U002556,Other,Low,closed,,,S.Khan,2025-06-06 0:00,2025-06-14,unknown,2025-06-06 0:00
T00512,U000427,Other,,closed,,positive,A.Smith,2023-07-26,0000-00-00,,2023-07-26 0:00
T01349,U002259,Other,,RESOLVED,email,neutral,,2023-11-27,0000-00-00,,2023-11-27 0:00
T00459, U000963 ,Performance,low,OPEN,,negative,A.Smith,09/14/2023,2023-09-18,,2023-09-14 0:00
T00696,U002088,Integration,low,resolved,,positive,,2023-08-19 0:00,08/19/2023,unknown,2023-08-19 0:00
T01115,U002550,Feature Request,Low,OPEN,,,,02/04/2024,,unknown,2024-02-04 0:00
T01189,u000124,Other,High,RESOLVED,,,R.Patel,05/29/2023,,unknown,2023-05-29 0:00
T00220,U002371,Feature Request,High,pending,email,,A.Smith,01/21/2024,0000-00-00,25,2024-01-21 0:00
T00293,USR-001309,Other,High,RESOLVED,In-App,negative,M.Chen,2024-11-18 0:00,,,2024-11-18 0:00
T01415,U002388,Onboarding,,resolved,Phone,positive,R.Patel,04/22/2025,,,2025-04-22 0:00
T00083,U002012,Performance,,pending,Chat,negative,,0000-00-00,2024-06-28 0:00,,2024-06-17 0:00
T00128,u001020,Account,Urgent,OPEN,,neutral,M.Chen,2025-01-27 0:00,2025-02-20,unknown,2025-01-27 0:00
T00165, U001921 ,Feature Request,low,OPEN,Email,,A.Smith,0000-00-00,2024-11-23,182,2024-10-24 0:00
T00602,U000365,Bug,High,resolved,In-App,,A.Smith,2024-09-11,2024-09-17 0:00,unknown,2024-09-11 0:00
T00577,U002213,Integration,,resolved,,NEGATIVE,J.Doe,2024-03-27,,,2024-03-27 0:00
T01013,U000416,Performance,,pending,In-App,neutral,R.Patel,2024-11-08,11/26/2024,unknown,2024-11-08 0:00
T00999,U001262,Integration,Medium,OPEN,,,R.Patel,,2024-02-10,183,2024-01-13 0:00
T00443,U000842,Bug,High,pending,,,S.Khan,2023-07-19 0:00,,141,2023-07-19 0:00
T01305,U000743,Performance,low,closed,Phone,,R.Patel,2023-10-23 0:00,11/01/2023,117,2023-10-23 0:00
T01369,U000628,Feature Request,High,resolved,Chat,NEGATIVE,R.Patel,0000-00-00,,43,2023-02-16 0:00
T00571,U001177,Integration,low,pending,email,positive,S.Khan,0000-00-00,2025-06-21,unknown,2025-06-01 0:00
T01035,U000654,Bug,,RESOLVED,email,,S.Khan,0000-00-00,,,2023-07-14 0:00
T01440,U002114,Billing,Medium,RESOLVED,,,,2023-08-06,08/17/2023,,2023-08-06 0:00
T00123,U000559,Other,Urgent,closed,,,,2025-04-28,2025-05-24 0:00,unknown,2025-04-28 0:00
T00843,U002260,Integration,,OPEN,email,neutral,M.Chen,0000-00-00,2023-12-22,,2023-12-18 0:00
T01324,U002282,Integration,,pending,Chat,positive,,2024-07-18,,133,2024-07-18 0:00
T00603,u001033,Billing,low,pending,,NEGATIVE,,2024-04-15 0:00,,,2024-04-15 0:00
T00576,U001977,Feature Request,High,closed,Chat,positive,M.Chen,2023-10-19 0:00,2023-11-02,,2023-10-19 0:00
T00561, U002078 ,Account,,OPEN,In-App,NEGATIVE,,0000-00-00,,42,2023-08-02 0:00
T00905,U000473,Account,High,resolved,,positive,A.Smith,12/28/2024,01/02/2025,unknown,2024-12-28 0:00
T01342,U000172,Account,Medium,resolved,In-App,NEGATIVE,J.Doe,2024-04-16,,unknown,2024-04-16 0:00
T00697,U002348,Onboarding,Medium,RESOLVED,Email,positive,R.Patel,0000-00-00,,,2024-10-23 0:00
T00408,U000658,Account,Urgent,OPEN,In-App,NEGATIVE,M.Chen,2025-06-11 0:00,0000-00-00,unknown,2025-06-11 0:00
T00189,U001583,Onboarding,,RESOLVED,In-App,,R.Patel,12/18/2023,12/26/2023,,2023-12-18 0:00
T01386,U000126,Performance,Medium,pending,Chat,negative,,2023-09-24,,,2023-09-24 0:00
T00828, U001417 ,Feature Request,Urgent,pending,email,,A.Smith,2024-08-16,0000-00-00,unknown,2024-08-16 0:00
T00215,U000864,Feature Request,low,resolved,Chat,neutral,A.Smith,2025-02-17,,unknown,2025-02-17 0:00
T00946,U000592,Performance,,pending,email,NEGATIVE,,2023-06-08,0000-00-00,,2023-06-08 0:00
T00342,USR-000814,Onboarding,low,closed,,NEGATIVE,A.Smith,10/07/2024,2024-10-23,unknown,2024-10-07 0:00
T00760,U000140,Performance,,open,In-App,,A.Smith,2024-11-06 0:00,,,2024-11-06 0:00
T00318,U001599,Onboarding,High,RESOLVED,,NEGATIVE,S.Khan,0000-00-00,2025-01-17 0:00,164,2024-12-20 0:00
T00555,U000786,Performance,High,resolved,In-App,neutral,,05/12/2024,,201,2024-05-12 0:00
T01175,U000078,Performance,,OPEN,Email,,,2025-02-19,,,2025-02-19 0:00
T01165,U001068,Billing,Low,open,Email,,J.Doe,2024-11-20 0:00,2024-12-02,,2024-11-20 0:00
T00747,U001674,Bug,Urgent,OPEN,email,neutral,S.Khan,2023-12-29 0:00,0000-00-00,unknown,2023-12-29 0:00
T01227,U001518,Performance,,pending,,neutral,A.Smith,2025-05-04,0000-00-00,,2025-05-04 0:00
T01433,U001308,Bug,Urgent,OPEN,Email,NEGATIVE,M.Chen,2024-04-11,,,2024-04-11 0:00
T01344,U001958,Integration,High,RESOLVED,,negative,J.Doe,2024-05-03,,106,2024-05-03 0:00
T00422,USR-001003,Billing,,resolved,email,NEGATIVE,,0000-00-00,,unknown,2024-02-21 0:00
T01436,U002288,Bug,,closed,In-App,negative,A.Smith,,2025-03-23 0:00,81,2025-03-23 0:00
T01124,U000105,Integration,Medium,RESOLVED,,positive,,0000-00-00,,,2023-03-01 0:00
T00542,U002600,Onboarding,,OPEN,email,negative,M.Chen,07/30/2024,,,2024-07-30 0:00
T00735,U002597,Integration,High,resolved,,,J.Doe,,,,2025-06-12 0:00
T00585,U002041,Account,Medium,pending,email,positive,M.Chen,,2024-05-11 0:00,,2024-04-27 0:00
T00740,U000319,Performance,,RESOLVED,,NEGATIVE,A.Smith,2023-03-04,,,2023-03-04 0:00
T00386,U001568,Other,low,open,In-App,NEGATIVE,,2023-01-08,2023-01-13 0:00,unknown,2023-01-08 0:00
T01045, U000003 ,Other,High,open,,NEGATIVE,M.Chen,2025-03-07,0000-00-00,196,2025-03-07 0:00
T00929,U001634,Onboarding,Low,closed,email,positive,J.Doe,0000-00-00,0000-00-00,23,2023-05-23 0:00
T00909,U001120,Feature Request,low,RESOLVED,Chat,neutral,A.Smith,2025-04-05,2025-04-18,,2025-04-05 0:00
T01033,U000759,Billing,,resolved,Chat,positive,,,2024-12-24,80,2024-12-17 0:00
T00265,u001284,Performance,low,RESOLVED,,positive,J.Doe,0000-00-00,2025-03-05,234,2025-03-01 0:00
T00639,U000057,Bug,,RESOLVED,email,,A.Smith,2024-11-06 0:00,0000-00-00,,2024-11-06 0:00
T00740,U000791,Integration,Urgent,closed,,,J.Doe,,,unknown,2024-01-04 0:00
T00238,U000648,Integration,Low,closed,Email,,,06/25/2023,,147,2023-06-25 0:00
T00232,U001132,Onboarding,High,RESOLVED,Phone,neutral,,04/03/2024,04/28/2024,,2024-04-03 0:00
T00610,U000291,Other,,open,Phone,NEGATIVE,A.Smith,0000-00-00,2024-01-08 0:00,,2023-12-17 0:00
T00856, U002165 ,Integration,Low,closed,,,M.Chen,2024-06-02 0:00,,31,2024-06-02 0:00
T00925,U002063,Billing,Urgent,resolved,Phone,NEGATIVE,M.Chen,01/19/2024,02/12/2024,,2024-01-19 0:00
T01268,U001750,Onboarding,,RESOLVED,Phone,,J.Doe,05/04/2023,0000-00-00,,2023-05-04 0:00
T00664,U001322,Other,,closed,,neutral,S.Khan,,2023-10-20 0:00,194,2023-09-30 0:00
T00208,U001467,Onboarding,Low,RESOLVED,,negative,,01/25/2024,02/03/2024,113,2024-01-25 0:00
T00970,U002091,Feature Request,High,open,Phone,NEGATIVE,S.Khan,2025-02-09,,162,2025-02-09 0:00
T00279,U002599,Performance,Low,RESOLVED,Phone,negative,,2023-03-17 0:00,0000-00-00,2,2023-03-17 0:00
T00032,U001971,Billing,,resolved,Email,,,2023-07-07,2023-07-11,unknown,2023-07-07 0:00
T00077,U002232,Performance,low,closed,email,negative,A.Smith,,05/14/2023,,2023-04-16 0:00
T00682,U000108,Bug,,RESOLVED,Phone,,,2024-01-18,,,2024-01-18 0:00
T00314,U000746,Other,Low,open,,positive,J.Doe,2023-04-05,2023-05-03,unknown,2023-04-05 0:00
T01118,U002298,Feature Request,low,OPEN,,NEGATIVE,J.Doe,,0000-00-00,,2023-06-13 0:00
T00900,U002226,Bug,High,closed,email,negative,J.Doe,2024-02-09 0:00,,,2024-02-09 0:00
T01014,USR-001309,Other,low,pending,email,negative,J.Doe,01/13/2025,2025-02-01,unknown,2025-01-13 0:00
T00193,U001619,Onboarding,Urgent,resolved,Phone,,A.Smith,09/13/2023,2023-09-25,,2023-09-13 0:00
T00650,U000706,Feature Request,,open,Chat,,,2024-01-07,2024-01-17,,2024-01-07 0:00
T00137,U001696,Bug,High,pending,Chat,NEGATIVE,A.Smith,2024-01-04 0:00,,,2024-01-04 0:00
T00135,U001928,Onboarding,High,open,Email,,,06/18/2023,,unknown,2023-06-18 0:00
T00304,U001042,Performance,High,pending,In-App,positive,S.Khan,2024-04-15,,unknown,2024-04-15 0:00
 T01427,U000799,Bug,low,closed,Chat,positive,J.Doe,2024-10-01,10/03/2024,,2024-10-01 0:00
T00304,u001527,Integration,Low,OPEN,,neutral,S.Khan,09/15/2023,,164,2023-09-15 0:00
T01323,U000462,Other,low,closed,Phone,,,2023-07-15,,,2023-07-15 0:00
T00203,U002399,Onboarding,High,OPEN,email,negative,S.Khan,2023-04-02,,200,2023-04-02 0:00
T01455,U002531,Performance,low,open,Phone,NEGATIVE,R.Patel,0000-00-00,,,2025-06-16 0:00
T00997,U001829,Onboarding,Medium,resolved,Chat,NEGATIVE,S.Khan,0000-00-00,,unknown,2023-08-30 0:00
T00787,u001026,Billing,Urgent,OPEN,Email,NEGATIVE,R.Patel,03/22/2023,0000-00-00,45,2023-03-22 0:00
T01165,U000057,Bug,Low,resolved,email,,S.Khan,0000-00-00,,unknown,2024-05-28 0:00
T01424,U000273,Other,Urgent,closed,,,J.Doe,2025-06-01 0:00,2025-06-15 0:00,unknown,2025-06-01 0:00
T00203,U001425,Feature Request,,closed,Email,negative,S.Khan,,2024-12-12 0:00,,2024-11-30 0:00
t00284,U002060,Performance,Urgent,resolved,Email,positive,R.Patel,,2023-03-22,,2023-03-02 0:00
T00027,U002071,Feature Request,Medium,RESOLVED,,negative,J.Doe,08/27/2024,09/03/2024,183,2024-08-27 0:00
T00670,U001462,Billing,High,closed,,neutral,,0000-00-00,,83,2024-12-05 0:00
T01385,U002560,Account,High,OPEN,email,,,03/11/2024,2024-03-24,22,2024-03-11 0:00
T00183,U002199,Other,Medium,OPEN,,,,,02/05/2024,,2024-01-24 0:00
T01495,USR-000786,Account,Urgent,resolved,,neutral,R.Patel,0000-00-00,2025-04-30,,2025-04-05 0:00
T00845,u002238,Performance,,open,Email,neutral,M.Chen,06/27/2023,,unknown,2023-06-27 0:00
T00289,U002095,Onboarding,High,open,In-App,,R.Patel,2025-02-17,2025-03-04,,2025-02-17 0:00
T01368,U000655,Integration,,open,,negative,J.Doe,2024-09-03 0:00,,unknown,2024-09-03 0:00
T00781,U000586,Onboarding,low,pending,,negative,R.Patel,2023-10-20,0000-00-00,,2023-10-20 0:00
T00144,U001626,Performance,Urgent,resolved,email,positive,R.Patel,2023-03-18,,,2023-03-18 0:00
T01057,U000630,Performance,Low,closed,In-App,negative,,2023-11-06,2023-12-01,200,2023-11-06 0:00
T00071,U002380,Onboarding,Urgent,OPEN,In-App,positive,,12/31/2024,0000-00-00,unknown,2024-12-31 0:00
T01238,U000188,Performance,Urgent,open,email,NEGATIVE,,2023-07-17 0:00,0000-00-00,,2023-07-17 0:00
T00095,U000934,Feature Request,Urgent,open,In-App,negative,R.Patel,08/14/2023,2023-09-08 0:00,171,2023-08-14 0:00
t01225,U001667,Other,Low,open,Phone,NEGATIVE,,2025-04-29,,unknown,2025-04-29 0:00
T01178,U001793,Other,Medium,pending,In-App,,,06/30/2023,2023-07-06,,2023-06-30 0:00
T00552,U000347,Billing,,resolved,,,A.Smith,06/11/2024,0000-00-00,,2024-06-11 0:00
T00604,U000668,Account,,open,email,NEGATIVE,,0000-00-00,,,2023-06-25 0:00
T00199,U000965,Other,Medium,resolved,,negative,R.Patel,10/19/2023,,,2023-10-19 0:00
T00734,U001646,Onboarding,High,resolved,Email,NEGATIVE,R.Patel,0000-00-00,12/20/2023,,2023-12-09 0:00
T01321,U002394,Bug,Low,resolved,,positive,,0000-00-00,01/31/2023,189,2023-01-08 0:00
T00557,U000206,Billing,Low,pending,In-App,neutral,R.Patel,2023-03-07 0:00,,,2023-03-07 0:00
T00394,U001089,Onboarding,High,open,email,,M.Chen,2023-03-23,,,2023-03-23 0:00
 T01004,U001905,Account,,open,Chat,,R.Patel,0000-00-00,,,2024-05-21 0:00
T00193,U000517,Bug,Low,open,,NEGATIVE,J.Doe,2024-05-06,05/13/2024,unknown,2024-05-06 0:00
T01249,U002122,Other,,pending,Email,NEGATIVE,J.Doe,2024-07-07,,,2024-07-07 0:00
T01294,U000513,Integration,Low,RESOLVED,,negative,R.Patel,06/11/2024,06/15/2024,237,2024-06-11 0:00
T00568,USR-000193,Feature Request,,RESOLVED,Chat,NEGATIVE,M.Chen,2023-09-06,2023-09-17,,2023-09-06 0:00
T00028,U001782,Feature Request,,resolved,Email,positive,R.Patel,07/15/2023,,unknown,2023-07-15 0:00
T00371,U001667,Bug,High,resolved,email,neutral,R.Patel,02/02/2023,0000-00-00,,2023-02-02 0:00
T00488,u000623,Other,Medium,pending,Chat,neutral,S.Khan,0000-00-00,0000-00-00,45,2024-01-13 0:00
T01370,U002581,Other,,RESOLVED,Email,neutral,,01/28/2025,02/08/2025,,2025-01-28 0:00
T01188,u002219,Account,,closed,Chat,,S.Khan,2023-07-27 0:00,2023-08-05,,2023-07-27 0:00
T00546,U000092,Feature Request,,pending,,,R.Patel,0000-00-00,0000-00-00,45,2025-02-25 0:00
T01322,U001642,Feature Request,Urgent,resolved,Email,NEGATIVE,R.Patel,0000-00-00,,unknown,2025-06-08 0:00
T01038,U001440,Billing,Urgent,resolved,In-App,NEGATIVE,J.Doe,,2024-04-02,,2024-03-29 0:00
T01486,U002000,Account,,pending,Email,positive,S.Khan,2023-03-20 0:00,2023-04-08,,2023-03-20 0:00
T01446,U000257,Other,Medium,RESOLVED,In-App,neutral,A.Smith,2024-07-01,07/13/2024,94,2024-07-01 0:00
T01097,U001392,Integration,High,closed,Phone,,S.Khan,0000-00-00,06/02/2023,,2023-05-18 0:00
T01241,U000042,Performance,Low,pending,Chat,positive,J.Doe,06/08/2025,2025-07-02,unknown,2025-06-08 0:00
T00739,u001095,Other,High,pending,email,positive,M.Chen,,06/11/2024,,2024-06-07 0:00
T00374,U000912,Other,Medium,open,email,positive,A.Smith,0000-00-00,04/30/2023,,2023-04-26 0:00
T00258,U002597,Other,Urgent,OPEN,,,S.Khan,2024-08-22 0:00,08/26/2024,,2024-08-22 0:00
T01186,U000950,Bug,,RESOLVED,Email,positive,R.Patel,2024-08-01,2024-08-19,unknown,2024-08-01 0:00
T00432,U000903,Billing,Urgent,RESOLVED,Email,NEGATIVE,,,08/07/2024,unknown,2024-07-09 0:00
T00983,U000438,Integration,,open,,NEGATIVE,R.Patel,0000-00-00,0000-00-00,unknown,2023-09-20 0:00
T00510,U000681,Integration,,resolved,In-App,neutral,R.Patel,01/26/2025,2025-02-17,,2025-01-26 0:00
